,ts_code,exchange,name,per_unit,opt_type,call_put,exercise_type,exercise_price,maturity_date,list_date,delist_date
399,10001777.SH,SSE,华夏上证50ETF期权1905认购2.70,10000.0,ETF期权,C,欧式,2.7,20190522,20190328,20190522
400,10001778.SH,SSE,华夏上证50ETF期权1905认购2.75,10000.0,ETF期权,C,欧式,2.75,20190522,20190328,20190522
401,10001779.SH,SSE,华夏上证50ETF期权1905认购2.80,10000.0,ETF期权,C,欧式,2.8,20190522,20190328,20190522
402,10001780.SH,SSE,华夏上证50ETF期权1905认购2.85,10000.0,ETF期权,C,欧式,2.85,20190522,20190328,20190522
403,10001781.SH,SSE,华夏上证50ETF期权1905认购2.90,10000.0,ETF期权,C,欧式,2.9,20190522,20190328,20190522
404,10001782.SH,SSE,华夏上证50ETF期权1905认沽2.50,10000.0,ETF期权,P,欧式,2.5,20190522,20190328,20190522
405,10001783.SH,SSE,华夏上证50ETF期权1905认沽2.55,10000.0,ETF期权,P,欧式,2.55,20190522,20190328,20190522
406,10001784.SH,SSE,华夏上证50ETF期权1905认沽2.60,10000.0,ETF期权,P,欧式,2.6,20190522,20190328,20190522
407,10001785.SH,SSE,华夏上证50ETF期权1905认沽2.65,10000.0,ETF期权,P,欧式,2.65,20190522,20190328,20190522
408,10001786.SH,SSE,华夏上证50ETF期权1905认沽2.70,10000.0,ETF期权,P,欧式,2.7,20190522,20190328,20190522
409,10001787.SH,SSE,华夏上证50ETF期权1905认沽2.75,10000.0,ETF期权,P,欧式,2.75,20190522,20190328,20190522
410,10001788.SH,SSE,华夏上证50ETF期权1905认沽2.80,10000.0,ETF期权,P,欧式,2.8,20190522,20190328,20190522
411,10001789.SH,SSE,华夏上证50ETF期权1905认沽2.85,10000.0,ETF期权,P,欧式,2.85,20190522,20190328,20190522
412,10001790.SH,SSE,华夏上证50ETF期权1905认沽2.90,10000.0,ETF期权,P,欧式,2.9,20190522,20190328,20190522
413,10001403.SH,SSE,华夏上证50ETF期权1808认购2.70,10000.0,ETF期权,C,欧式,2.7,20180822,20180702,20180822
414,10001404.SH,SSE,华夏上证50ETF期权1808认沽2.70,10000.0,ETF期权,P,欧式,2.7,20180822,20180702,20180822
415,10000004.SH,SSE,华夏上证50ETF期权1503认购2.35,10000.0,ETF期权,C,欧式,2.35,20150325,20150209,20150325
416,10000943.SH,SSE,华夏上证50ETF期权1708认购2.40,10000.0,ETF期权,C,欧式,2.4,20170823,20170705,20170823
417,10000944.SH,SSE,华夏上证50ETF期权1708认沽2.40,10000.0,ETF期权,P,欧式,2.4,20170823,20170705,20170823
418,10000802.SH,SSE,华夏上证50ETF期权1706认沽2.30,10000.0,ETF期权,P,欧式,2.3,20170628,20161129,20170628
419,10000177.SH,SSE,华夏上证50ETF期权1505认购3.40,10000.0,ETF期权,C,欧式,3.4,20150527,20150420,20150527
420,10000442.SH,SSE,华夏上证50ETF期权1511认购2.40,10000.0,ETF期权,C,欧式,2.4,20151125,20151013,20151125
421,10000131.SH,SSE,华夏上证50ETF期权1505认购2.90,10000.0,ETF期权,C,欧式,2.9,20150527,20150408,20150527
422,10000469.SH,SSE,华夏上证50ETF期权1606认购2.55,10000.0,ETF期权,C,欧式,2.55,20160622,20151106,20160622
423,10001435.SH,SSE,华夏上证50ETF期权1903认购2.303,10202.0,ETF期权,C,欧式,2.303,20190327,20180802,20190327
424,10001436.SH,SSE,华夏上证50ETF期权1903认沽2.303,10202.0,ETF期权,P,欧式,2.303,20190327,20180802,20190327
425,10000467.SH,SSE,华夏上证50ETF期权1511认购2.55,10000.0,ETF期权,C,欧式,2.55,20151125,20151106,20151125
426,10000485.SH,SSE,华夏上证50ETF期权1601认沽2.40,10000.0,ETF期权,P,欧式,2.4,20160127,20151126,20160127
427,10001141.SH,SSE,华夏上证50ETF期权1802认购2.75,10000.0,ETF期权,C,欧式,2.75,20180228,20171228,20180228
428,10001142.SH,SSE,华夏上证50ETF期权1802认购2.80,10000.0,ETF期权,C,欧式,2.8,20180228,20171228,20180228
429,10001143.SH,SSE,华夏上证50ETF期权1802认购2.85,10000.0,ETF期权,C,欧式,2.85,20180228,20171228,20180228
430,10001144.SH,SSE,华夏上证50ETF期权1802认购2.90,10000.0,ETF期权,C,欧式,2.9,20180228,20171228,20180228
431,10001145.SH,SSE,华夏上证50ETF期权1802认购2.95,10000.0,ETF期权,C,欧式,2.95,20180228,20171228,20180228
432,10001146.SH,SSE,华夏上证50ETF期权1802认沽2.75,10000.0,ETF期权,P,欧式,2.75,20180228,20171228,20180228
433,10001147.SH,SSE,华夏上证50ETF期权1802认沽2.80,10000.0,ETF期权,P,欧式,2.8,20180228,20171228,20180228
434,10001148.SH,SSE,华夏上证50ETF期权1802认沽2.85,10000.0,ETF期权,P,欧式,2.85,20180228,20171228,20180228
435,10001149.SH,SSE,华夏上证50ETF期权1802认沽2.90,10000.0,ETF期权,P,欧式,2.9,20180228,20171228,20180228
436,10001150.SH,SSE,华夏上证50ETF期权1802认沽2.95,10000.0,ETF期权,P,欧式,2.95,20180228,20171228,20180228
437,10000734.SH,SSE,华夏上证50ETF期权1706认沽2.25,10220.0,ETF期权,P,欧式,2.25,20170628,20161027,20170628
438,10000796.SH,SSE,华夏上证50ETF期权1703认沽2.50,10000.0,ETF期权,P,欧式,2.5,20170322,20161129,20170322
439,10001525.SH,SSE,华夏上证50ETF期权1901认购2.205,10202.0,ETF期权,C,欧式,2.205,20190123,20181129,20190123
440,10001526.SH,SSE,华夏上证50ETF期权1901认购2.254,10202.0,ETF期权,C,欧式,2.254,20190123,20181129,20190123
441,10001527.SH,SSE,华夏上证50ETF期权1901认购2.303,10202.0,ETF期权,C,欧式,2.303,20190123,20181129,20190123
442,10001528.SH,SSE,华夏上证50ETF期权1901认购2.352,10202.0,ETF期权,C,欧式,2.352,20190123,20181129,20190123
443,10001529.SH,SSE,华夏上证50ETF期权1901认购2.401,10202.0,ETF期权,C,欧式,2.401,20190123,20181129,20190123
444,10001530.SH,SSE,华夏上证50ETF期权1901认购2.45,10202.0,ETF期权,C,欧式,2.45,20190123,20181129,20190123
445,10001531.SH,SSE,华夏上证50ETF期权1901认购2.50,10202.0,ETF期权,C,欧式,2.5,20190123,20181129,20190123
446,10001532.SH,SSE,华夏上证50ETF期权1901认购2.549,10202.0,ETF期权,C,欧式,2.549,20190123,20181129,20190123
447,10001533.SH,SSE,华夏上证50ETF期权1901认购2.598,10202.0,ETF期权,C,欧式,2.598,20190123,20181129,20190123
448,10001534.SH,SSE,华夏上证50ETF期权1901认沽2.205,10202.0,ETF期权,P,欧式,2.205,20190123,20181129,20190123
449,10001535.SH,SSE,华夏上证50ETF期权1901认沽2.254,10202.0,ETF期权,P,欧式,2.254,20190123,20181129,20190123
450,10001536.SH,SSE,华夏上证50ETF期权1901认沽2.303,10202.0,ETF期权,P,欧式,2.303,20190123,20181129,20190123
451,10001537.SH,SSE,华夏上证50ETF期权1901认沽2.352,10202.0,ETF期权,P,欧式,2.352,20190123,20181129,20190123
452,10001538.SH,SSE,华夏上证50ETF期权1901认沽2.401,10202.0,ETF期权,P,欧式,2.401,20190123,20181129,20190123
453,10001539.SH,SSE,华夏上证50ETF期权1901认沽2.45,10202.0,ETF期权,P,欧式,2.45,20190123,20181129,20190123
454,10001540.SH,SSE,华夏上证50ETF期权1901认沽2.50,10202.0,ETF期权,P,欧式,2.5,20190123,20181129,20190123
455,10001541.SH,SSE,华夏上证50ETF期权1901认沽2.549,10202.0,ETF期权,P,欧式,2.549,20190123,20181129,20190123
456,10001542.SH,SSE,华夏上证50ETF期权1901认沽2.598,10202.0,ETF期权,P,欧式,2.598,20190123,20181129,20190123
457,10000679.SH,SSE,华夏上证50ETF期权1703认沽2.202,10220.0,ETF期权,P,欧式,2.202,20170322,20160728,20170322
458,10000002.SH,SSE,华夏上证50ETF期权1503认购2.25,10000.0,ETF期权,C,欧式,2.25,20150325,20150209,20150325
459,10000284.SH,SSE,华夏上证50ETF期权1508认沽2.50,10000.0,ETF期权,P,欧式,2.5,20150826,20150706,20150826
460,10000338.SH,SSE,华夏上证50ETF期权1508认沽2.20,10000.0,ETF期权,P,欧式,2.2,20150826,20150824,20150826
461,10000010.SH,SSE,华夏上证50ETF期权1503认沽2.40,10000.0,ETF期权,P,欧式,2.4,20150325,20150209,20150325
462,10000743.SH,SSE,华夏上证50ETF期权1612认购2.446,10220.0,ETF期权,C,欧式,2.446,20161228,20161122,20161228
463,10001025.SH,SSE,华夏上证50ETF期权1806认购2.651,10185.0,ETF期权,C,欧式,2.651,20180627,20171026,20180627
464,10001026.SH,SSE,华夏上证50ETF期权1806认购2.70,10185.0,ETF期权,C,欧式,2.7,20180627,20171026,20180627
465,10001027.SH,SSE,华夏上证50ETF期权1806认购2.749,10185.0,ETF期权,C,欧式,2.749,20180627,20171026,20180627
466,10001028.SH,SSE,华夏上证50ETF期权1806认购2.798,10185.0,ETF期权,C,欧式,2.798,20180627,20171026,20180627
467,10001029.SH,SSE,华夏上证50ETF期权1806认购2.847,10185.0,ETF期权,C,欧式,2.847,20180627,20171026,20180627
468,10001030.SH,SSE,华夏上证50ETF期权1806认沽2.651,10185.0,ETF期权,P,欧式,2.651,20180627,20171026,20180627
469,10001031.SH,SSE,华夏上证50ETF期权1806认沽2.70,10185.0,ETF期权,P,欧式,2.7,20180627,20171026,20180627
470,10001032.SH,SSE,华夏上证50ETF期权1806认沽2.749,10185.0,ETF期权,P,欧式,2.749,20180627,20171026,20180627
471,10001033.SH,SSE,华夏上证50ETF期权1806认沽2.798,10185.0,ETF期权,P,欧式,2.798,20180627,20171026,20180627
472,10001034.SH,SSE,华夏上证50ETF期权1806认沽2.847,10185.0,ETF期权,P,欧式,2.847,20180627,20171026,20180627
473,10000496.SH,SSE,华夏上证50ETF期权1601认沽2.60,10000.0,ETF期权,P,欧式,2.6,20160127,20151222,20160127
474,10000105.SH,SSE,华夏上证50ETF期权1505认购2.50,10000.0,ETF期权,C,欧式,2.5,20150527,20150326,20150527
475,10001811.SH,SSE,华夏上证50ETF期权1904认购3.30,10000.0,ETF期权,C,欧式,3.3,20190424,20190408,20190424
476,10001812.SH,SSE,华夏上证50ETF期权1904认沽3.30,10000.0,ETF期权,P,欧式,3.3,20190424,20190408,20190424
477,10001813.SH,SSE,华夏上证50ETF期权1905认购3.30,10000.0,ETF期权,C,欧式,3.3,20190522,20190408,20190522
478,10001814.SH,SSE,华夏上证50ETF期权1905认沽3.30,10000.0,ETF期权,P,欧式,3.3,20190522,20190408,20190522
479,10001815.SH,SSE,华夏上证50ETF期权1906认购3.30,10000.0,ETF期权,C,欧式,3.3,20190626,20190408,20190626
480,10001816.SH,SSE,华夏上证50ETF期权1906认沽3.30,10000.0,ETF期权,P,欧式,3.3,20190626,20190408,20190626
481,10001817.SH,SSE,华夏上证50ETF期权1909认购3.30,10000.0,ETF期权,C,欧式,3.3,20190925,20190408,20190925
482,10001818.SH,SSE,华夏上证50ETF期权1909认沽3.30,10000.0,ETF期权,P,欧式,3.3,20190925,20190408,20190925
483,10000155.SH,SSE,华夏上证50ETF期权1506认购3.10,10000.0,ETF期权,C,欧式,3.1,20150624,20150413,20150624
484,10000700.SH,SSE,华夏上证50ETF期权1610认购2.25,10000.0,ETF期权,C,欧式,2.25,20161026,20160825,20161026
485,10000829.SH,SSE,华夏上证50ETF期权1706认购2.20,10000.0,ETF期权,C,欧式,2.2,20170628,20161216,20170628
486,10001769.SH,SSE,华夏上证50ETF期权1904认购3.00,10000.0,ETF期权,C,欧式,3.0,20190424,20190304,20190424
487,10001770.SH,SSE,华夏上证50ETF期权1904认沽3.00,10000.0,ETF期权,P,欧式,3.0,20190424,20190304,20190424
488,10000300.SH,SSE,华夏上证50ETF期权1508认购2.45,10000.0,ETF期权,C,欧式,2.45,20150826,20150728,20150826
489,10000077.SH,SSE,华夏上证50ETF期权1506认购2.65,10000.0,ETF期权,C,欧式,2.65,20150624,20150318,20150624
490,10000815.SH,SSE,华夏上证50ETF期权1612认购2.25,10000.0,ETF期权,C,欧式,2.25,20161228,20161206,20161228
491,10000326.SH,SSE,华夏上证50ETF期权1512认沽2.30,10000.0,ETF期权,P,欧式,2.3,20151223,20150819,20151223
492,10000558.SH,SSE,华夏上证50ETF期权1609认购2.00,10000.0,ETF期权,C,欧式,2.0,20160928,20160128,20160928
493,10000653.SH,SSE,华夏上证50ETF期权1608认沽2.15,10000.0,ETF期权,P,欧式,2.15,20160824,20160623,20160824
494,10001171.SH,SSE,华夏上证50ETF期权1801认购3.20,10000.0,ETF期权,C,欧式,3.2,20180124,20180103,20180124
495,10001172.SH,SSE,华夏上证50ETF期权1801认沽3.20,10000.0,ETF期权,P,欧式,3.2,20180124,20180103,20180124
496,10001173.SH,SSE,华夏上证50ETF期权1802认购3.20,10000.0,ETF期权,C,欧式,3.2,20180228,20180103,20180228
497,10001174.SH,SSE,华夏上证50ETF期权1802认沽3.20,10000.0,ETF期权,P,欧式,3.2,20180228,20180103,20180228
498,10001175.SH,SSE,华夏上证50ETF期权1803认购3.20,10000.0,ETF期权,C,欧式,3.2,20180328,20180103,20180328
499,10001176.SH,SSE,华夏上证50ETF期权1803认沽3.20,10000.0,ETF期权,P,欧式,3.2,20180328,20180103,20180328
500,10001177.SH,SSE,华夏上证50ETF期权1806认购3.20,10000.0,ETF期权,C,欧式,3.2,20180627,20180103,20180627
501,10001178.SH,SSE,华夏上证50ETF期权1806认沽3.20,10000.0,ETF期权,P,欧式,3.2,20180627,20180103,20180627
502,10000759.SH,SSE,华夏上证50ETF期权1612认购2.495,10220.0,ETF期权,C,欧式,2.495,20161228,20161125,20161228
503,10000474.SH,SSE,华夏上证50ETF期权1606认沽2.60,10000.0,ETF期权,P,欧式,2.6,20160622,20151109,20160622
504,10000756.SH,SSE,华夏上证50ETF期权1701认沽2.348,10220.0,ETF期权,P,欧式,2.348,20170125,20161124,20170125
505,10000620.SH,SSE,华夏上证50ETF期权1612认沽2.006,10220.0,ETF期权,P,欧式,2.006,20161228,20160428,20161228
506,10000134.SH,SSE,华夏上证50ETF期权1505认沽2.95,10000.0,ETF期权,P,欧式,2.95,20150527,20150408,20150527
507,10000086.SH,SSE,华夏上证50ETF期权1506认沽2.70,10000.0,ETF期权,P,欧式,2.7,20150624,20150319,20150624
508,10000791.SH,SSE,华夏上证50ETF期权1703认购2.50,10000.0,ETF期权,C,欧式,2.5,20170322,20161129,20170322
509,10000268.SH,SSE,华夏上证50ETF期权1508认沽2.75,10000.0,ETF期权,P,欧式,2.75,20150826,20150629,20150826
510,10000289.SH,SSE,华夏上证50ETF期权1603认购2.75,10000.0,ETF期权,C,欧式,2.75,20160323,20150723,20160323
511,10000887.SH,SSE,华夏上证50ETF期权1712认购2.209,10185.0,ETF期权,C,欧式,2.209,20171227,20170427,20171227
512,10000888.SH,SSE,华夏上证50ETF期权1712认购2.258,10185.0,ETF期权,C,欧式,2.258,20171227,20170427,20171227
513,10000889.SH,SSE,华夏上证50ETF期权1712认购2.307,10185.0,ETF期权,C,欧式,2.307,20171227,20170427,20171227
514,10000890.SH,SSE,华夏上证50ETF期权1712认购2.356,10185.0,ETF期权,C,欧式,2.356,20171227,20170427,20171227
515,10000891.SH,SSE,华夏上证50ETF期权1712认购2.405,10185.0,ETF期权,C,欧式,2.405,20171227,20170427,20171227
516,10000892.SH,SSE,华夏上证50ETF期权1712认沽2.209,10185.0,ETF期权,P,欧式,2.209,20171227,20170427,20171227
517,10000893.SH,SSE,华夏上证50ETF期权1712认沽2.258,10185.0,ETF期权,P,欧式,2.258,20171227,20170427,20171227
518,10000894.SH,SSE,华夏上证50ETF期权1712认沽2.307,10185.0,ETF期权,P,欧式,2.307,20171227,20170427,20171227
519,10000895.SH,SSE,华夏上证50ETF期权1712认沽2.356,10185.0,ETF期权,P,欧式,2.356,20171227,20170427,20171227
520,10000896.SH,SSE,华夏上证50ETF期权1712认沽2.405,10185.0,ETF期权,P,欧式,2.405,20171227,20170427,20171227
521,10000015.SH,SSE,华夏上证50ETF期权1504认购2.40,10000.0,ETF期权,C,欧式,2.4,20150422,20150209,20150422
522,10000540.SH,SSE,华夏上证50ETF期权1602认沽1.95,10000.0,ETF期权,P,欧式,1.95,20160224,20160118,20160224
523,10000724.SH,SSE,华夏上证50ETF期权1611认沽2.35,10000.0,ETF期权,P,欧式,2.35,20161123,20160930,20161123
524,10000310.SH,SSE,华夏上证50ETF期权1603认购2.55,10000.0,ETF期权,C,欧式,2.55,20160323,20150728,20160323
525,10001677.SH,SSE,华夏上证50ETF期权1909认购2.20,10000.0,ETF期权,C,欧式,2.2,20190925,20190124,20190925
526,10001678.SH,SSE,华夏上证50ETF期权1909认购2.25,10000.0,ETF期权,C,欧式,2.25,20190925,20190124,20190925
527,10001679.SH,SSE,华夏上证50ETF期权1909认购2.30,10000.0,ETF期权,C,欧式,2.3,20190925,20190124,20190925
528,10001680.SH,SSE,华夏上证50ETF期权1909认购2.35,10000.0,ETF期权,C,欧式,2.35,20190925,20190124,20190925
529,10001681.SH,SSE,华夏上证50ETF期权1909认购2.40,10000.0,ETF期权,C,欧式,2.4,20190925,20190124,20190925
530,10001682.SH,SSE,华夏上证50ETF期权1909认购2.45,10000.0,ETF期权,C,欧式,2.45,20190925,20190124,20190925
531,10001683.SH,SSE,华夏上证50ETF期权1909认购2.50,10000.0,ETF期权,C,欧式,2.5,20190925,20190124,20190925
532,10001684.SH,SSE,华夏上证50ETF期权1909认购2.55,10000.0,ETF期权,C,欧式,2.55,20190925,20190124,20190925
533,10001685.SH,SSE,华夏上证50ETF期权1909认购2.60,10000.0,ETF期权,C,欧式,2.6,20190925,20190124,20190925
534,10001686.SH,SSE,华夏上证50ETF期权1909认沽2.20,10000.0,ETF期权,P,欧式,2.2,20190925,20190124,20190925
535,10001687.SH,SSE,华夏上证50ETF期权1909认沽2.25,10000.0,ETF期权,P,欧式,2.25,20190925,20190124,20190925
536,10001688.SH,SSE,华夏上证50ETF期权1909认沽2.30,10000.0,ETF期权,P,欧式,2.3,20190925,20190124,20190925
537,10001689.SH,SSE,华夏上证50ETF期权1909认沽2.35,10000.0,ETF期权,P,欧式,2.35,20190925,20190124,20190925
538,10001690.SH,SSE,华夏上证50ETF期权1909认沽2.40,10000.0,ETF期权,P,欧式,2.4,20190925,20190124,20190925
539,10001691.SH,SSE,华夏上证50ETF期权1909认沽2.45,10000.0,ETF期权,P,欧式,2.45,20190925,20190124,20190925
540,10001692.SH,SSE,华夏上证50ETF期权1909认沽2.50,10000.0,ETF期权,P,欧式,2.5,20190925,20190124,20190925
541,10001693.SH,SSE,华夏上证50ETF期权1909认沽2.55,10000.0,ETF期权,P,欧式,2.55,20190925,20190124,20190925
542,10001694.SH,SSE,华夏上证50ETF期权1909认沽2.60,10000.0,ETF期权,P,欧式,2.6,20190925,20190124,20190925
543,10001803.SH,SSE,华夏上证50ETF期权1904认购3.20,10000.0,ETF期权,C,欧式,3.2,20190424,20190404,20190424
544,10001804.SH,SSE,华夏上证50ETF期权1904认沽3.20,10000.0,ETF期权,P,欧式,3.2,20190424,20190404,20190424
545,10001805.SH,SSE,华夏上证50ETF期权1905认购3.20,10000.0,ETF期权,C,欧式,3.2,20190522,20190404,20190522
546,10001806.SH,SSE,华夏上证50ETF期权1905认沽3.20,10000.0,ETF期权,P,欧式,3.2,20190522,20190404,20190522
547,10001807.SH,SSE,华夏上证50ETF期权1906认购3.20,10000.0,ETF期权,C,欧式,3.2,20190626,20190404,20190626
548,10001808.SH,SSE,华夏上证50ETF期权1906认沽3.20,10000.0,ETF期权,P,欧式,3.2,20190626,20190404,20190626
549,10001809.SH,SSE,华夏上证50ETF期权1909认购3.20,10000.0,ETF期权,C,欧式,3.2,20190925,20190404,20190925
550,10001810.SH,SSE,华夏上证50ETF期权1909认沽3.20,10000.0,ETF期权,P,欧式,3.2,20190925,20190404,20190925
551,10000022.SH,SSE,华夏上证50ETF期权1506认购2.25,10000.0,ETF期权,C,欧式,2.25,20150624,20150209,20150624
552,10000297.SH,SSE,华夏上证50ETF期权1603认购2.90,10000.0,ETF期权,C,欧式,2.9,20160323,20150724,20160323
553,10000486.SH,SSE,华夏上证50ETF期权1601认沽2.45,10000.0,ETF期权,P,欧式,2.45,20160127,20151126,20160127
554,10000298.SH,SSE,华夏上证50ETF期权1603认沽2.90,10000.0,ETF期权,P,欧式,2.9,20160323,20150724,20160323
555,10000747.SH,SSE,华夏上证50ETF期权1706认购2.446,10220.0,ETF期权,C,欧式,2.446,20170628,20161122,20170628
556,10000208.SH,SSE,华夏上证50ETF期权1507认购3.20,10000.0,ETF期权,C,欧式,3.2,20150722,20150528,20150722
557,10000113.SH,SSE,华夏上证50ETF期权1505认沽2.65,10000.0,ETF期权,P,欧式,2.65,20150527,20150326,20150527
558,10000869.SH,SSE,华夏上证50ETF期权1705认购2.25,10000.0,ETF期权,C,欧式,2.25,20170524,20170323,20170524
559,10000870.SH,SSE,华夏上证50ETF期权1705认购2.30,10000.0,ETF期权,C,欧式,2.3,20170524,20170323,20170524
560,10000871.SH,SSE,华夏上证50ETF期权1705认购2.35,10000.0,ETF期权,C,欧式,2.35,20170524,20170323,20170524
561,10000872.SH,SSE,华夏上证50ETF期权1705认购2.40,10000.0,ETF期权,C,欧式,2.4,20170524,20170323,20170524
562,10000873.SH,SSE,华夏上证50ETF期权1705认购2.45,10000.0,ETF期权,C,欧式,2.45,20170524,20170323,20170524
563,10000874.SH,SSE,华夏上证50ETF期权1705认沽2.25,10000.0,ETF期权,P,欧式,2.25,20170524,20170323,20170524
564,10000875.SH,SSE,华夏上证50ETF期权1705认沽2.30,10000.0,ETF期权,P,欧式,2.3,20170524,20170323,20170524
565,10000876.SH,SSE,华夏上证50ETF期权1705认沽2.35,10000.0,ETF期权,P,欧式,2.35,20170524,20170323,20170524
566,10000877.SH,SSE,华夏上证50ETF期权1705认沽2.40,10000.0,ETF期权,P,欧式,2.4,20170524,20170323,20170524
567,10000878.SH,SSE,华夏上证50ETF期权1705认沽2.45,10000.0,ETF期权,P,欧式,2.45,20170524,20170323,20170524
568,10000738.SH,SSE,华夏上证50ETF期权1611认沽2.45,10000.0,ETF期权,P,欧式,2.45,20161123,20161104,20161123
569,10000196.SH,SSE,华夏上证50ETF期权1506认沽3.50,10000.0,ETF期权,P,欧式,3.5,20150624,20150428,20150624
570,10000378.SH,SSE,华夏上证50ETF期权1603认沽2.00,10000.0,ETF期权,P,欧式,2.0,20160323,20150825,20160323
571,10000627.SH,SSE,华夏上证50ETF期权1605认购1.95,10000.0,ETF期权,C,欧式,1.95,20160525,20160510,20160525
572,10000169.SH,SSE,华夏上证50ETF期权1505认购3.30,10000.0,ETF期权,C,欧式,3.3,20150527,20150417,20150527
573,10000225.SH,SSE,华夏上证50ETF期权1509认购3.60,10000.0,ETF期权,C,欧式,3.6,20150923,20150609,20150923
574,10000404.SH,SSE,华夏上证50ETF期权1603认沽1.90,10000.0,ETF期权,P,欧式,1.9,20160323,20150826,20160323
575,10000618.SH,SSE,华夏上证50ETF期权1612认购2.153,10220.0,ETF期权,C,欧式,2.153,20161228,20160428,20161228
576,10000552.SH,SSE,华夏上证50ETF期权1606认购1.90,10000.0,ETF期权,C,欧式,1.9,20160622,20160127,20160622
577,10000393.SH,SSE,华夏上证50ETF期权1512认购1.80,10000.0,ETF期权,C,欧式,1.8,20151223,20150826,20151223
578,10000457.SH,SSE,华夏上证50ETF期权1606认沽2.35,10000.0,ETF期权,P,欧式,2.35,20160622,20151029,20160622
579,10000691.SH,SSE,华夏上证50ETF期权1612认购2.348,10220.0,ETF期权,C,欧式,2.348,20161228,20160816,20161228
580,10000277.SH,SSE,华夏上证50ETF期权1508认购2.55,10000.0,ETF期权,C,欧式,2.55,20150826,20150630,20150826
581,10000090.SH,SSE,华夏上证50ETF期权1503认沽2.75,10000.0,ETF期权,P,欧式,2.75,20150325,20150323,20150325
582,10000520.SH,SSE,华夏上证50ETF期权1602认购2.15,10000.0,ETF期权,C,欧式,2.15,20160224,20160108,20160224
583,10000120.SH,SSE,华夏上证50ETF期权1505认购2.85,10000.0,ETF期权,C,欧式,2.85,20150527,20150331,20150527
584,10000322.SH,SSE,华夏上证50ETF期权1603认沽2.35,10000.0,ETF期权,P,欧式,2.35,20160323,20150731,20160323
585,10000397.SH,SSE,华夏上证50ETF期权1512认沽1.85,10000.0,ETF期权,P,欧式,1.85,20151223,20150826,20151223
586,10000340.SH,SSE,华夏上证50ETF期权1509认沽2.15,10000.0,ETF期权,P,欧式,2.15,20150923,20150824,20150923
587,10000233.SH,SSE,华夏上证50ETF期权1507认购2.85,10000.0,ETF期权,C,欧式,2.85,20150722,20150623,20150722
588,10001931.SH,SSE,华夏上证50ETF期权1908认购2.65,10000.0,ETF期权,C,欧式,2.65,20190828,20190806,20190828
589,10001932.SH,SSE,华夏上证50ETF期权1908认沽2.65,10000.0,ETF期权,P,欧式,2.65,20190828,20190806,20190828
590,10001933.SH,SSE,华夏上证50ETF期权2003认购2.65,10000.0,ETF期权,C,欧式,2.65,20200325,20190806,20200325
591,10001934.SH,SSE,华夏上证50ETF期权2003认沽2.65,10000.0,ETF期权,P,欧式,2.65,20200325,20190806,20200325
592,10000658.SH,SSE,华夏上证50ETF期权1607认沽2.30,10000.0,ETF期权,P,欧式,2.3,20160727,20160705,20160727
593,10000307.SH,SSE,华夏上证50ETF期权1603认购2.40,10000.0,ETF期权,C,欧式,2.4,20160323,20150728,20160323
594,10000160.SH,SSE,华夏上证50ETF期权1504认沽3.20,10000.0,ETF期权,P,欧式,3.2,20150422,20150414,20150422
595,10000005.SH,SSE,华夏上证50ETF期权1503认购2.40,10000.0,ETF期权,C,欧式,2.4,20150325,20150209,20150325
596,10000763.SH,SSE,华夏上证50ETF期权1703认购2.495,10220.0,ETF期权,C,欧式,2.495,20170322,20161125,20170322
597,10000821.SH,SSE,华夏上证50ETF期权1706认购2.25,10000.0,ETF期权,C,欧式,2.25,20170628,20161206,20170628
598,10000825.SH,SSE,华夏上证50ETF期权1701认购2.20,10000.0,ETF期权,C,欧式,2.2,20170125,20161216,20170125
599,10000115.SH,SSE,华夏上证50ETF期权1505认购2.75,10000.0,ETF期权,C,欧式,2.75,20150527,20150327,20150527
600,10000647.SH,SSE,华夏上证50ETF期权1608认购2.10,10000.0,ETF期权,C,欧式,2.1,20160824,20160623,20160824
601,10000328.SH,SSE,华夏上证50ETF期权1603认沽2.30,10000.0,ETF期权,P,欧式,2.3,20160323,20150819,20160323
602,10000730.SH,SSE,华夏上证50ETF期权1706认购2.299,10220.0,ETF期权,C,欧式,2.299,20170628,20161027,20170628
603,10000035.SH,SSE,华夏上证50ETF期权1509认购2.40,10000.0,ETF期权,C,欧式,2.4,20150923,20150209,20150923
604,10000173.SH,SSE,华夏上证50ETF期权1509认购3.30,10000.0,ETF期权,C,欧式,3.3,20150923,20150417,20150923
605,10000506.SH,SSE,华夏上证50ETF期权1602认沽2.60,10000.0,ETF期权,P,欧式,2.6,20160224,20151224,20160224
606,10000213.SH,SSE,华夏上证50ETF期权1507认沽3.20,10000.0,ETF期权,P,欧式,3.2,20150722,20150528,20150722
607,10000621.SH,SSE,华夏上证50ETF期权1612认沽2.055,10220.0,ETF期权,P,欧式,2.055,20161228,20160428,20161228
608,10000515.SH,SSE,华夏上证50ETF期权1601认购2.10,10000.0,ETF期权,C,欧式,2.1,20160127,20160108,20160127
609,10001909.SH,SSE,华夏上证50ETF期权2003认购2.75,10000.0,ETF期权,C,欧式,2.75,20200325,20190725,20200325
610,10001910.SH,SSE,华夏上证50ETF期权2003认购2.80,10000.0,ETF期权,C,欧式,2.8,20200325,20190725,20200325
611,10001911.SH,SSE,华夏上证50ETF期权2003认购2.85,10000.0,ETF期权,C,欧式,2.85,20200325,20190725,20200325
