,ts_code,exchange,name,per_unit,opt_type,call_put,exercise_type,exercise_price,maturity_date,list_date,delist_date
0,10000579.SH,SSE,华夏上证50ETF期权1604认购2.15,10000.0,ETF期权,C,欧式,2.15,20160427,20160225,20160427
1,10000108.SH,SSE,华夏上证50ETF期权1505认购2.65,10000.0,ETF期权,C,欧式,2.65,20150527,20150326,20150527
2,10000111.SH,SSE,华夏上证50ETF期权1505认沽2.55,10000.0,ETF期权,P,欧式,2.55,20150527,20150326,20150527
3,10001067.SH,SSE,华夏上证50ETF期权1712认购3.24 ,10185.0,ETF期权,C,欧式,3.24,20171227,20171123,20171227
4,10001068.SH,SSE,华夏上证50ETF期权1712认沽3.24 ,10185.0,ETF期权,P,欧式,3.24,20171227,20171123,20171227
5,10001069.SH,SSE,华夏上证50ETF期权1803认购3.24 ,10185.0,ETF期权,C,欧式,3.24,20180328,20171123,20180328
6,10001070.SH,SSE,华夏上证50ETF期权1803认沽3.24 ,10185.0,ETF期权,P,欧式,3.24,20180328,20171123,20180328
7,10001071.SH,SSE,华夏上证50ETF期权1806认购3.24 ,10185.0,ETF期权,C,欧式,3.24,20180627,20171123,20180627
8,10001072.SH,SSE,华夏上证50ETF期权1806认沽3.24 ,10185.0,ETF期权,P,欧式,3.24,20180627,20171123,20180627
9,10001073.SH,SSE,华夏上证50ETF期权1801认购2.896,10185.0,ETF期权,C,欧式,2.896,20180124,20171123,20180124
10,10001074.SH,SSE,华夏上证50ETF期权1801认购2.946,10185.0,ETF期权,C,欧式,2.946,20180124,20171123,20180124
11,10001075.SH,SSE,华夏上证50ETF期权1801认购3.044,10185.0,ETF期权,C,欧式,3.044,20180124,20171123,20180124
12,10001076.SH,SSE,华夏上证50ETF期权1801认购3.142,10185.0,ETF期权,C,欧式,3.142,20180124,20171123,20180124
13,10001077.SH,SSE,华夏上证50ETF期权1801认购3.24 ,10185.0,ETF期权,C,欧式,3.24,20180124,20171123,20180124
14,10001078.SH,SSE,华夏上证50ETF期权1801认沽2.896,10185.0,ETF期权,P,欧式,2.896,20180124,20171123,20180124
15,10001079.SH,SSE,华夏上证50ETF期权1801认沽2.946,10185.0,ETF期权,P,欧式,2.946,20180124,20171123,20180124
16,10001080.SH,SSE,华夏上证50ETF期权1801认沽3.044,10185.0,ETF期权,P,欧式,3.044,20180124,20171123,20180124
17,10001081.SH,SSE,华夏上证50ETF期权1801认沽3.142,10185.0,ETF期权,P,欧式,3.142,20180124,20171123,20180124
18,10001082.SH,SSE,华夏上证50ETF期权1801认沽3.24 ,10185.0,ETF期权,P,欧式,3.24,20180124,20171123,20180124
19,10000030.SH,SSE,华夏上证50ETF期权1506认沽2.40,10000.0,ETF期权,P,欧式,2.4,20150624,20150209,20150624
20,10000771.SH,SSE,华夏上证50ETF期权1612认购2.50,10000.0,ETF期权,C,欧式,2.5,20161228,20161129,20161228
21,10000301.SH,SSE,华夏上证50ETF期权1508认沽2.40,10000.0,ETF期权,P,欧式,2.4,20150826,20150728,20150826
22,10000303.SH,SSE,华夏上证50ETF期权1512认购2.40,10000.0,ETF期权,C,欧式,2.4,20151223,20150728,20151223
23,10001021.SH,SSE,华夏上证50ETF期权1711认购2.85,10000.0,ETF期权,C,欧式,2.85,20171122,20171009,20171122
24,10001022.SH,SSE,华夏上证50ETF期权1711认沽2.85,10000.0,ETF期权,P,欧式,2.85,20171122,20171009,20171122
25,10000027.SH,SSE,华夏上证50ETF期权1506认沽2.25,10000.0,ETF期权,P,欧式,2.25,20150624,20150209,20150624
26,10000794.SH,SSE,华夏上证50ETF期权1703认沽2.40,10000.0,ETF期权,P,欧式,2.4,20170322,20161129,20170322
27,10000495.SH,SSE,华夏上证50ETF期权1601认购2.60,10000.0,ETF期权,C,欧式,2.6,20160127,20151222,20160127
28,10000095.SH,SSE,华夏上证50ETF期权1509认购2.75,10000.0,ETF期权,C,欧式,2.75,20150923,20150323,20150923
29,10000492.SH,SSE,华夏上证50ETF期权1601认沽2.20,10000.0,ETF期权,P,欧式,2.2,20160127,20151130,20160127
30,10000677.SH,SSE,华夏上证50ETF期权1703认沽2.104,10220.0,ETF期权,P,欧式,2.104,20170322,20160728,20170322
31,10000294.SH,SSE,华夏上证50ETF期权1603认沽2.75,10000.0,ETF期权,P,欧式,2.75,20160323,20150723,20160323
32,10000128.SH,SSE,华夏上证50ETF期权1504认购2.95,10000.0,ETF期权,C,欧式,2.95,20150422,20150408,20150422
33,10000591.SH,SSE,华夏上证50ETF期权1609认购2.20,10000.0,ETF期权,C,欧式,2.2,20160928,20160307,20160928
34,10000682.SH,SSE,华夏上证50ETF期权1703认沽2.299,10220.0,ETF期权,P,欧式,2.299,20170322,20160815,20170322
35,10000511.SH,SSE,华夏上证50ETF期权1602认购2.20,10000.0,ETF期权,C,欧式,2.2,20160224,20160105,20160224
36,10000711.SH,SSE,华夏上证50ETF期权1610认购2.10,10000.0,ETF期权,C,欧式,2.1,20161026,20160927,20161026
37,10001443.SH,SSE,华夏上证50ETF期权1810认购2.30,10000.0,ETF期权,C,欧式,2.3,20181024,20180823,20181024
38,10001444.SH,SSE,华夏上证50ETF期权1810认购2.35,10000.0,ETF期权,C,欧式,2.35,20181024,20180823,20181024
39,10001445.SH,SSE,华夏上证50ETF期权1810认购2.40,10000.0,ETF期权,C,欧式,2.4,20181024,20180823,20181024
40,10001446.SH,SSE,华夏上证50ETF期权1810认购2.45,10000.0,ETF期权,C,欧式,2.45,20181024,20180823,20181024
41,10001447.SH,SSE,华夏上证50ETF期权1810认购2.50,10000.0,ETF期权,C,欧式,2.5,20181024,20180823,20181024
42,10001448.SH,SSE,华夏上证50ETF期权1810认购2.55,10000.0,ETF期权,C,欧式,2.55,20181024,20180823,20181024
43,10001449.SH,SSE,华夏上证50ETF期权1810认购2.60,10000.0,ETF期权,C,欧式,2.6,20181024,20180823,20181024
44,10001450.SH,SSE,华夏上证50ETF期权1810认购2.65,10000.0,ETF期权,C,欧式,2.65,20181024,20180823,20181024
45,10001451.SH,SSE,华夏上证50ETF期权1810认购2.70,10000.0,ETF期权,C,欧式,2.7,20181024,20180823,20181024
46,10001452.SH,SSE,华夏上证50ETF期权1810认沽2.30,10000.0,ETF期权,P,欧式,2.3,20181024,20180823,20181024
47,10001453.SH,SSE,华夏上证50ETF期权1810认沽2.35,10000.0,ETF期权,P,欧式,2.35,20181024,20180823,20181024
48,10001454.SH,SSE,华夏上证50ETF期权1810认沽2.40,10000.0,ETF期权,P,欧式,2.4,20181024,20180823,20181024
49,10001455.SH,SSE,华夏上证50ETF期权1810认沽2.45,10000.0,ETF期权,P,欧式,2.45,20181024,20180823,20181024
50,10001456.SH,SSE,华夏上证50ETF期权1810认沽2.50,10000.0,ETF期权,P,欧式,2.5,20181024,20180823,20181024
51,10001457.SH,SSE,华夏上证50ETF期权1810认沽2.55,10000.0,ETF期权,P,欧式,2.55,20181024,20180823,20181024
52,10001458.SH,SSE,华夏上证50ETF期权1810认沽2.60,10000.0,ETF期权,P,欧式,2.6,20181024,20180823,20181024
53,10001459.SH,SSE,华夏上证50ETF期权1810认沽2.65,10000.0,ETF期权,P,欧式,2.65,20181024,20180823,20181024
54,10001460.SH,SSE,华夏上证50ETF期权1810认沽2.70,10000.0,ETF期权,P,欧式,2.7,20181024,20180823,20181024
55,10000770.SH,SSE,华夏上证50ETF期权1612认购2.45,10000.0,ETF期权,C,欧式,2.45,20161228,20161129,20161228
56,10000587.SH,SSE,华夏上证50ETF期权1604认沽1.85,10000.0,ETF期权,P,欧式,1.85,20160427,20160226,20160427
57,10000335.SH,SSE,华夏上证50ETF期权1508认购2.15,10000.0,ETF期权,C,欧式,2.15,20150826,20150824,20150826
58,10001461.SH,SSE,华夏上证50ETF期权1810认购2.75,10000.0,ETF期权,C,欧式,2.75,20181024,20180828,20181024
59,10001462.SH,SSE,华夏上证50ETF期权1810认沽2.75,10000.0,ETF期权,P,欧式,2.75,20181024,20180828,20181024
60,10000153.SH,SSE,华夏上证50ETF期权1505认购3.10,10000.0,ETF期权,C,欧式,3.1,20150527,20150413,20150527
61,10000064.SH,SSE,华夏上证50ETF期权1509认沽2.55,10000.0,ETF期权,P,欧式,2.55,20150923,20150227,20150923
62,10000901.SH,SSE,华夏上证50ETF期权1707认购2.30,10000.0,ETF期权,C,欧式,2.3,20170726,20170525,20170726
63,10000902.SH,SSE,华夏上证50ETF期权1707认购2.35,10000.0,ETF期权,C,欧式,2.35,20170726,20170525,20170726
64,10000903.SH,SSE,华夏上证50ETF期权1707认购2.40,10000.0,ETF期权,C,欧式,2.4,20170726,20170525,20170726
65,10000904.SH,SSE,华夏上证50ETF期权1707认购2.45,10000.0,ETF期权,C,欧式,2.45,20170726,20170525,20170726
66,10000905.SH,SSE,华夏上证50ETF期权1707认购2.50,10000.0,ETF期权,C,欧式,2.5,20170726,20170525,20170726
67,10000906.SH,SSE,华夏上证50ETF期权1707认沽2.30,10000.0,ETF期权,P,欧式,2.3,20170726,20170525,20170726
68,10000907.SH,SSE,华夏上证50ETF期权1707认沽2.35,10000.0,ETF期权,P,欧式,2.35,20170726,20170525,20170726
69,10000908.SH,SSE,华夏上证50ETF期权1707认沽2.40,10000.0,ETF期权,P,欧式,2.4,20170726,20170525,20170726
70,10000909.SH,SSE,华夏上证50ETF期权1707认沽2.45,10000.0,ETF期权,P,欧式,2.45,20170726,20170525,20170726
71,10000910.SH,SSE,华夏上证50ETF期权1707认沽2.50,10000.0,ETF期权,P,欧式,2.5,20170726,20170525,20170726
72,10001305.SH,SSE,华夏上证50ETF期权1804认购2.45,10000.0,ETF期权,C,欧式,2.45,20180425,20180417,20180425
73,10001306.SH,SSE,华夏上证50ETF期权1804认沽2.45,10000.0,ETF期权,P,欧式,2.45,20180425,20180417,20180425
74,10001307.SH,SSE,华夏上证50ETF期权1805认购2.45,10000.0,ETF期权,C,欧式,2.45,20180523,20180417,20180523
75,10001308.SH,SSE,华夏上证50ETF期权1805认沽2.45,10000.0,ETF期权,P,欧式,2.45,20180523,20180417,20180523
76,10001309.SH,SSE,华夏上证50ETF期权1806认购2.45,10000.0,ETF期权,C,欧式,2.45,20180627,20180417,20180627
77,10001310.SH,SSE,华夏上证50ETF期权1806认沽2.45,10000.0,ETF期权,P,欧式,2.45,20180627,20180417,20180627
78,10001311.SH,SSE,华夏上证50ETF期权1809认购2.45,10000.0,ETF期权,C,欧式,2.45,20180926,20180417,20180926
79,10001312.SH,SSE,华夏上证50ETF期权1809认沽2.45,10000.0,ETF期权,P,欧式,2.45,20180926,20180417,20180926
80,10000273.SH,SSE,华夏上证50ETF期权1512认沽2.65,10000.0,ETF期权,P,欧式,2.65,20151223,20150629,20151223
81,10001673.SH,SSE,华夏上证50ETF期权1902认购2.55,10000.0,ETF期权,C,欧式,2.55,20190227,20190110,20190227
82,10001674.SH,SSE,华夏上证50ETF期权1902认沽2.55,10000.0,ETF期权,P,欧式,2.55,20190227,20190110,20190227
83,10000370.SH,SSE,华夏上证50ETF期权1512认沽2.00,10000.0,ETF期权,P,欧式,2.0,20151223,20150825,20151223
84,10000897.SH,SSE,华夏上证50ETF期权1712认购2.16,10185.0,ETF期权,C,欧式,2.16,20171227,20170505,20171227
85,10000898.SH,SSE,华夏上证50ETF期权1712认沽2.16,10185.0,ETF期权,P,欧式,2.16,20171227,20170505,20171227
86,10000830.SH,SSE,华夏上证50ETF期权1706认沽2.20,10000.0,ETF期权,P,欧式,2.2,20170628,20161216,20170628
87,10000146.SH,SSE,华夏上证50ETF期权1505认沽3.00,10000.0,ETF期权,P,欧式,3.0,20150527,20150409,20150527
88,10000383.SH,SSE,华夏上证50ETF期权1508认购1.90,10000.0,ETF期权,C,欧式,1.9,20150826,20150826,20150826
89,10000287.SH,SSE,华夏上证50ETF期权1603认购2.65,10000.0,ETF期权,C,欧式,2.65,20160323,20150723,20160323
90,10000686.SH,SSE,华夏上证50ETF期权1608认沽2.45,10000.0,ETF期权,P,欧式,2.45,20160824,20160816,20160824
91,10000699.SH,SSE,华夏上证50ETF期权1610认购2.20,10000.0,ETF期权,C,欧式,2.2,20161026,20160825,20161026
92,10000025.SH,SSE,华夏上证50ETF期权1506认购2.40,10000.0,ETF期权,C,欧式,2.4,20150624,20150209,20150624
93,10000459.SH,SSE,华夏上证50ETF期权1606认购2.15,10000.0,ETF期权,C,欧式,2.15,20160622,20151104,20160622
94,10000979.SH,SSE,华夏上证50ETF期权1708认购2.85,10000.0,ETF期权,C,欧式,2.85,20170823,20170803,20170823
95,10000980.SH,SSE,华夏上证50ETF期权1708认沽2.85,10000.0,ETF期权,P,欧式,2.85,20170823,20170803,20170823
96,10000981.SH,SSE,华夏上证50ETF期权1709认购2.85,10000.0,ETF期权,C,欧式,2.85,20170927,20170803,20170927
97,10000982.SH,SSE,华夏上证50ETF期权1709认沽2.85,10000.0,ETF期权,P,欧式,2.85,20170927,20170803,20170927
98,10000983.SH,SSE,华夏上证50ETF期权1712认购2.798,10185.0,ETF期权,C,欧式,2.798,20171227,20170803,20171227
99,10000984.SH,SSE,华夏上证50ETF期权1712认沽2.798,10185.0,ETF期权,P,欧式,2.798,20171227,20170803,20171227
100,10000985.SH,SSE,华夏上证50ETF期权1803认购2.798,10185.0,ETF期权,C,欧式,2.798,20180328,20170803,20180328
101,10000986.SH,SSE,华夏上证50ETF期权1803认沽2.798,10185.0,ETF期权,P,欧式,2.798,20180328,20170803,20180328
102,10000786.SH,SSE,华夏上证50ETF期权1701认沽2.50,10000.0,ETF期权,P,欧式,2.5,20170125,20161129,20170125
103,10000283.SH,SSE,华夏上证50ETF期权1508认购2.50,10000.0,ETF期权,C,欧式,2.5,20150826,20150706,20150826
104,10001371.SH,SSE,华夏上证50ETF期权1806认购2.30,10000.0,ETF期权,C,欧式,2.3,20180627,20180627,20180627
105,10001372.SH,SSE,华夏上证50ETF期权1806认沽2.30,10000.0,ETF期权,P,欧式,2.3,20180627,20180627,20180627
106,10001373.SH,SSE,华夏上证50ETF期权1807认购2.30,10000.0,ETF期权,C,欧式,2.3,20180725,20180627,20180725
107,10001374.SH,SSE,华夏上证50ETF期权1807认沽2.30,10000.0,ETF期权,P,欧式,2.3,20180725,20180627,20180725
108,10001375.SH,SSE,华夏上证50ETF期权1809认购2.30,10000.0,ETF期权,C,欧式,2.3,20180926,20180627,20180926
109,10001376.SH,SSE,华夏上证50ETF期权1809认沽2.30,10000.0,ETF期权,P,欧式,2.3,20180926,20180627,20180926
110,10001377.SH,SSE,华夏上证50ETF期权1812认购2.254,10202.0,ETF期权,C,欧式,2.254,20181226,20180627,20181226
111,10001378.SH,SSE,华夏上证50ETF期权1812认沽2.254,10202.0,ETF期权,P,欧式,2.254,20181226,20180627,20181226
112,10000792.SH,SSE,华夏上证50ETF期权1703认沽2.30,10000.0,ETF期权,P,欧式,2.3,20170322,20161129,20170322
113,10000725.SH,SSE,华夏上证50ETF期权1611认购2.40,10000.0,ETF期权,C,欧式,2.4,20161123,20161019,20161123
114,10000454.SH,SSE,华夏上证50ETF期权1606认沽2.20,10000.0,ETF期权,P,欧式,2.2,20160622,20151029,20160622
115,10000081.SH,SSE,华夏上证50ETF期权1503认购2.70,10000.0,ETF期权,C,欧式,2.7,20150325,20150319,20150325
116,10000203.SH,SSE,华夏上证50ETF期权1512认购2.90,10000.0,ETF期权,C,欧式,2.9,20151223,20150508,20151223
117,10000539.SH,SSE,华夏上证50ETF期权1602认购1.95,10000.0,ETF期权,C,欧式,1.95,20160224,20160118,20160224
118,10000138.SH,SSE,华夏上证50ETF期权1506认沽2.95,10000.0,ETF期权,P,欧式,2.95,20150624,20150408,20150624
119,10000666.SH,SSE,华夏上证50ETF期权1608认沽2.35,10000.0,ETF期权,P,欧式,2.35,20160824,20160713,20160824
120,10001233.SH,SSE,华夏上证50ETF期权1809认购2.75,10000.0,ETF期权,C,欧式,2.75,20180926,20180209,20180926
121,10001234.SH,SSE,华夏上证50ETF期权1809认沽2.75,10000.0,ETF期权,P,欧式,2.75,20180926,20180209,20180926
122,10000778.SH,SSE,华夏上证50ETF期权1701认购2.35,10000.0,ETF期权,C,欧式,2.35,20170125,20161129,20170125
123,10001711.SH,SSE,华夏上证50ETF期权1902认购2.80,10000.0,ETF期权,C,欧式,2.8,20190227,20190221,20190227
124,10001712.SH,SSE,华夏上证50ETF期权1902认沽2.80,10000.0,ETF期权,P,欧式,2.8,20190227,20190221,20190227
125,10001713.SH,SSE,华夏上证50ETF期权1903认购2.80,10000.0,ETF期权,C,欧式,2.8,20190327,20190221,20190327
126,10001714.SH,SSE,华夏上证50ETF期权1903认沽2.80,10000.0,ETF期权,P,欧式,2.8,20190327,20190221,20190327
127,10001715.SH,SSE,华夏上证50ETF期权1906认购2.80,10000.0,ETF期权,C,欧式,2.8,20190626,20190221,20190626
128,10001716.SH,SSE,华夏上证50ETF期权1906认沽2.80,10000.0,ETF期权,P,欧式,2.8,20190626,20190221,20190626
129,10001717.SH,SSE,华夏上证50ETF期权1909认购2.80,10000.0,ETF期权,C,欧式,2.8,20190925,20190221,20190925
130,10001718.SH,SSE,华夏上证50ETF期权1909认沽2.80,10000.0,ETF期权,P,欧式,2.8,20190925,20190221,20190925
131,10000843.SH,SSE,华夏上证50ETF期权1709认购2.25,10000.0,ETF期权,C,欧式,2.25,20170927,20170126,20170927
132,10000844.SH,SSE,华夏上证50ETF期权1709认购2.30,10000.0,ETF期权,C,欧式,2.3,20170927,20170126,20170927
133,10000845.SH,SSE,华夏上证50ETF期权1709认购2.35,10000.0,ETF期权,C,欧式,2.35,20170927,20170126,20170927
134,10000846.SH,SSE,华夏上证50ETF期权1709认购2.40,10000.0,ETF期权,C,欧式,2.4,20170927,20170126,20170927
135,10000847.SH,SSE,华夏上证50ETF期权1709认购2.45,10000.0,ETF期权,C,欧式,2.45,20170927,20170126,20170927
136,10000848.SH,SSE,华夏上证50ETF期权1709认沽2.25,10000.0,ETF期权,P,欧式,2.25,20170927,20170126,20170927
137,10000849.SH,SSE,华夏上证50ETF期权1709认沽2.30,10000.0,ETF期权,P,欧式,2.3,20170927,20170126,20170927
138,10000850.SH,SSE,华夏上证50ETF期权1709认沽2.35,10000.0,ETF期权,P,欧式,2.35,20170927,20170126,20170927
139,10000851.SH,SSE,华夏上证50ETF期权1709认沽2.40,10000.0,ETF期权,P,欧式,2.4,20170927,20170126,20170927
140,10000852.SH,SSE,华夏上证50ETF期权1709认沽2.45,10000.0,ETF期权,P,欧式,2.45,20170927,20170126,20170927
141,10000216.SH,SSE,华夏上证50ETF期权1507认沽3.50,10000.0,ETF期权,P,欧式,3.5,20150722,20150528,20150722
142,10000384.SH,SSE,华夏上证50ETF期权1508认沽1.80,10000.0,ETF期权,P,欧式,1.8,20150826,20150826,20150826
143,10000388.SH,SSE,华夏上证50ETF期权1509认购1.85,10000.0,ETF期权,C,欧式,1.85,20150923,20150826,20150923
144,10000582.SH,SSE,华夏上证50ETF期权1604认沽2.05,10000.0,ETF期权,P,欧式,2.05,20160427,20160225,20160427
145,10001437.SH,SSE,华夏上证50ETF期权1903认购2.254,10202.0,ETF期权,C,欧式,2.254,20190327,20180803,20190327
146,10001438.SH,SSE,华夏上证50ETF期权1903认沽2.254,10202.0,ETF期权,P,欧式,2.254,20190327,20180803,20190327
147,10000703.SH,SSE,华夏上证50ETF期权1610认购2.40,10000.0,ETF期权,C,欧式,2.4,20161026,20160825,20161026
148,10001519.SH,SSE,华夏上证50ETF期权1906认购2.254,10202.0,ETF期权,C,欧式,2.254,20190626,20181029,20190626
149,10001520.SH,SSE,华夏上证50ETF期权1906认沽2.254,10202.0,ETF期权,P,欧式,2.254,20190626,20181029,20190626
150,10000063.SH,SSE,华夏上证50ETF期权1509认购2.55,10000.0,ETF期权,C,欧式,2.55,20150923,20150227,20150923
151,10000417.SH,SSE,华夏上证50ETF期权1510认购2.20,10000.0,ETF期权,C,欧式,2.2,20151028,20150828,20151028
152,10000339.SH,SSE,华夏上证50ETF期权1509认购2.15,10000.0,ETF期权,C,欧式,2.15,20150923,20150824,20150923
153,10001855.SH,SSE,华夏上证50ETF期权1907认购2.50,10000.0,ETF期权,C,欧式,2.5,20190724,20190523,20190724
154,10001856.SH,SSE,华夏上证50ETF期权1907认购2.55,10000.0,ETF期权,C,欧式,2.55,20190724,20190523,20190724
155,10001857.SH,SSE,华夏上证50ETF期权1907认购2.60,10000.0,ETF期权,C,欧式,2.6,20190724,20190523,20190724
156,10001858.SH,SSE,华夏上证50ETF期权1907认购2.65,10000.0,ETF期权,C,欧式,2.65,20190724,20190523,20190724
157,10001859.SH,SSE,华夏上证50ETF期权1907认购2.70,10000.0,ETF期权,C,欧式,2.7,20190724,20190523,20190724
158,10001860.SH,SSE,华夏上证50ETF期权1907认购2.75,10000.0,ETF期权,C,欧式,2.75,20190724,20190523,20190724
159,10001861.SH,SSE,华夏上证50ETF期权1907认购2.80,10000.0,ETF期权,C,欧式,2.8,20190724,20190523,20190724
160,10001862.SH,SSE,华夏上证50ETF期权1907认购2.85,10000.0,ETF期权,C,欧式,2.85,20190724,20190523,20190724
161,10001863.SH,SSE,华夏上证50ETF期权1907认购2.90,10000.0,ETF期权,C,欧式,2.9,20190724,20190523,20190724
162,10001864.SH,SSE,华夏上证50ETF期权1907认沽2.50,10000.0,ETF期权,P,欧式,2.5,20190724,20190523,20190724
163,10001865.SH,SSE,华夏上证50ETF期权1907认沽2.55,10000.0,ETF期权,P,欧式,2.55,20190724,20190523,20190724
164,10001866.SH,SSE,华夏上证50ETF期权1907认沽2.60,10000.0,ETF期权,P,欧式,2.6,20190724,20190523,20190724
165,10001867.SH,SSE,华夏上证50ETF期权1907认沽2.65,10000.0,ETF期权,P,欧式,2.65,20190724,20190523,20190724
166,10001868.SH,SSE,华夏上证50ETF期权1907认沽2.70,10000.0,ETF期权,P,欧式,2.7,20190724,20190523,20190724
167,10001869.SH,SSE,华夏上证50ETF期权1907认沽2.75,10000.0,ETF期权,P,欧式,2.75,20190724,20190523,20190724
168,10001870.SH,SSE,华夏上证50ETF期权1907认沽2.80,10000.0,ETF期权,P,欧式,2.8,20190724,20190523,20190724
169,10001871.SH,SSE,华夏上证50ETF期权1907认沽2.85,10000.0,ETF期权,P,欧式,2.85,20190724,20190523,20190724
170,10001872.SH,SSE,华夏上证50ETF期权1907认沽2.90,10000.0,ETF期权,P,欧式,2.9,20190724,20190523,20190724
171,10000001.SH,SSE,华夏上证50ETF期权1503认购2.20,10000.0,ETF期权,C,欧式,2.2,20150325,20150209,20150325
172,10000538.SH,SSE,华夏上证50ETF期权1601认沽1.95,10000.0,ETF期权,P,欧式,1.95,20160127,20160118,20160127
173,10000016.SH,SSE,华夏上证50ETF期权1504认沽2.20,10000.0,ETF期权,P,欧式,2.2,20150422,20150209,20150422
174,10000066.SH,SSE,华夏上证50ETF期权1503认沽2.60,10000.0,ETF期权,P,欧式,2.6,20150325,20150317,20150325
175,10000806.SH,SSE,华夏上证50ETF期权1706认沽2.50,10000.0,ETF期权,P,欧式,2.5,20170628,20161129,20170628
176,10000204.SH,SSE,华夏上证50ETF期权1512认沽2.90,10000.0,ETF期权,P,欧式,2.9,20151223,20150508,20151223
177,10000385.SH,SSE,华夏上证50ETF期权1508认沽1.85,10000.0,ETF期权,P,欧式,1.85,20150826,20150826,20150826
178,10001203.SH,SSE,华夏上证50ETF期权1801认购3.60,10000.0,ETF期权,C,欧式,3.6,20180124,20180124,20180124
179,10001204.SH,SSE,华夏上证50ETF期权1801认沽3.60,10000.0,ETF期权,P,欧式,3.6,20180124,20180124,20180124
180,10001205.SH,SSE,华夏上证50ETF期权1802认购3.60,10000.0,ETF期权,C,欧式,3.6,20180228,20180124,20180228
181,10001206.SH,SSE,华夏上证50ETF期权1802认沽3.60,10000.0,ETF期权,P,欧式,3.6,20180228,20180124,20180228
182,10001207.SH,SSE,华夏上证50ETF期权1803认购3.60,10000.0,ETF期权,C,欧式,3.6,20180328,20180124,20180328
183,10001208.SH,SSE,华夏上证50ETF期权1803认沽3.60,10000.0,ETF期权,P,欧式,3.6,20180328,20180124,20180328
184,10001209.SH,SSE,华夏上证50ETF期权1806认购3.60,10000.0,ETF期权,C,欧式,3.6,20180627,20180124,20180627
185,10001210.SH,SSE,华夏上证50ETF期权1806认沽3.60,10000.0,ETF期权,P,欧式,3.6,20180627,20180124,20180627
186,10000800.SH,SSE,华夏上证50ETF期权1706认购2.45,10000.0,ETF期权,C,欧式,2.45,20170628,20161129,20170628
187,10000183.SH,SSE,华夏上证50ETF期权1512认购3.00,10000.0,ETF期权,C,欧式,3.0,20151223,20150423,20151223
188,10000777.SH,SSE,华夏上证50ETF期权1701认购2.30,10000.0,ETF期权,C,欧式,2.3,20170125,20161129,20170125
189,10000060.SH,SSE,华夏上证50ETF期权1504认沽2.55,10000.0,ETF期权,P,欧式,2.55,20150422,20150227,20150422
190,10000426.SH,SSE,华夏上证50ETF期权1510认沽2.35,10000.0,ETF期权,P,欧式,2.35,20151028,20150902,20151028
191,10000727.SH,SSE,华夏上证50ETF期权1706认购2.153,10220.0,ETF期权,C,欧式,2.153,20170628,20161027,20170628
192,10000729.SH,SSE,华夏上证50ETF期权1706认购2.25,10220.0,ETF期权,C,欧式,2.25,20170628,20161027,20170628
193,10000181.SH,SSE,华夏上证50ETF期权1509认购3.40,10000.0,ETF期权,C,欧式,3.4,20150923,20150420,20150923
194,10000489.SH,SSE,华夏上证50ETF期权1601认购2.20,10000.0,ETF期权,C,欧式,2.2,20160127,20151130,20160127
195,10000479.SH,SSE,华夏上证50ETF期权1601认购2.35,10000.0,ETF期权,C,欧式,2.35,20160127,20151126,20160127
196,10000007.SH,SSE,华夏上证50ETF期权1503认沽2.25,10000.0,ETF期权,P,欧式,2.25,20150325,20150209,20150325
197,10000758.SH,SSE,华夏上证50ETF期权1701认沽2.446,10220.0,ETF期权,P,欧式,2.446,20170125,20161124,20170125
198,10000257.SH,SSE,华夏上证50ETF期权1507认购2.70,10000.0,ETF期权,C,欧式,2.7,20150722,20150629,20150722
199,10000684.SH,SSE,华夏上证50ETF期权1608认购2.45,10000.0,ETF期权,C,欧式,2.45,20160824,20160816,20160824
200,10000308.SH,SSE,华夏上证50ETF期权1603认购2.45,10000.0,ETF期权,C,欧式,2.45,20160323,20150728,20160323
201,10000676.SH,SSE,华夏上证50ETF期权1703认沽2.055,10220.0,ETF期权,P,欧式,2.055,20170322,20160728,20170322
202,10000212.SH,SSE,华夏上证50ETF期权1507认沽3.10,10000.0,ETF期权,P,欧式,3.1,20150722,20150528,20150722
203,10000190.SH,SSE,华夏上证50ETF期权1512认沽3.20,10000.0,ETF期权,P,欧式,3.2,20151223,20150423,20151223
204,10000245.SH,SSE,华夏上证50ETF期权1508认购3.20,10000.0,ETF期权,C,欧式,3.2,20150826,20150625,20150826
205,10000602.SH,SSE,华夏上证50ETF期权1605认购2.10,10000.0,ETF期权,C,欧式,2.1,20160525,20160324,20160525
206,10000678.SH,SSE,华夏上证50ETF期权1703认沽2.153,10220.0,ETF期权,P,欧式,2.153,20170322,20160728,20170322
207,10000563.SH,SSE,华夏上证50ETF期权1609认沽2.00,10000.0,ETF期权,P,欧式,2.0,20160928,20160128,20160928
208,10000804.SH,SSE,华夏上证50ETF期权1706认沽2.40,10000.0,ETF期权,P,欧式,2.4,20170628,20161129,20170628
209,10000187.SH,SSE,华夏上证50ETF期权1512认购3.40,10000.0,ETF期权,C,欧式,3.4,20151223,20150423,20151223
210,10000529.SH,SSE,华夏上证50ETF期权1606认购2.05,10000.0,ETF期权,C,欧式,2.05,20160622,20160112,20160622
211,10000374.SH,SSE,华夏上证50ETF期权1603认购2.00,10000.0,ETF期权,C,欧式,2.0,20160323,20150825,20160323
