,high,pre_settle,oi,wind_code,volume,amount,settle,low,trade_date,close,open,change,bopu_symbol,local_symbol,pre_close
2016/6/7,2139.6,2129.6,11285.0,IH1606.CFE,3439.0,2201467620.0,2132.6,2130.4,20160607,2132.6,2135.6,3.0,IH1606|FU|CFFEX,IH1606,2129.8
2016/6/8,2134.0,2132.6,10957.0,IH1606.CFE,3816.0,2431549260.0,2126.8,2114.6,20160608,2127.4,2134.0,-5.2,IH1606|FU|CFFEX,IH1606,2132.6
2016/6/13,2113.0,2126.8,10044.0,IH1606.CFE,5337.0,3358997340.0,2082.8,2060.6,20160613,2060.6,2097.2,-66.2,IH1606|FU|CFFEX,IH1606,2127.4
2016/6/14,2093.6,2082.8,8145.0,IH1606.CFE,5223.0,3260697420.0,2086.0,2065.0,20160614,2084.0,2067.8,1.2,IH1606|FU|CFFEX,IH1606,2060.6
2016/6/15,2110.4,2086.0,5724.0,IH1606.CFE,5583.0,3498691440.0,2097.2,2061.2,20160615,2092.6,2063.0,6.6,IH1606|FU|CFFEX,IH1606,2084.0
2016/6/16,2067.4,2067.8,9051.0,IH1607.CFE,3646.0,2251062840.0,2053.2,2046.4,20160616,2053.6,2058.6,-14.2,IH1607|FU|CFFEX,IH1607,2063.8
2016/6/17,2082.0,2053.2,10731.0,IH1607.CFE,5470.0,3395116620.0,2062.8,2056.2,20160617,2065.0,2058.2,11.8,IH1607|FU|CFFEX,IH1607,2053.6
2016/6/20,2079.0,2062.8,10905.0,IH1607.CFE,4447.0,2755420140.0,2068.6,2053.2,20160620,2069.0,2074.4,6.2,IH1607|FU|CFFEX,IH1607,2065.0
2016/6/21,2102.0,2068.6,11549.0,IH1607.CFE,5010.0,3125612820.0,2070.0,2064.0,20160621,2068.8,2073.4,0.2,IH1607|FU|CFFEX,IH1607,2069.0
2016/6/22,2084.0,2070.0,11464.0,IH1607.CFE,4213.0,2623339980.0,2079.2,2062.2,20160622,2080.0,2067.4,10.0,IH1607|FU|CFFEX,IH1607,2068.8
2016/6/23,2084.4,2079.2,11874.0,IH1607.CFE,4361.0,2713253640.0,2072.0,2065.2,20160623,2074.2,2083.8,-5.0,IH1607|FU|CFFEX,IH1607,2080.0
2016/6/24,2089.4,2072.0,12505.0,IH1607.CFE,5764.0,3564697500.0,2054.8,2022.2,20160624,2047.0,2072.0,-25.0,IH1607|FU|CFFEX,IH1607,2074.2
2016/6/27,2073.6,2054.8,12208.0,IH1607.CFE,4393.0,2722431780.0,2069.0,2051.8,20160627,2072.6,2055.0,17.8,IH1607|FU|CFFEX,IH1607,2047.0
2016/6/28,2080.4,2069.0,12320.0,IH1607.CFE,3885.0,2410806600.0,2074.2,2060.2,20160628,2078.6,2065.8,9.6,IH1607|FU|CFFEX,IH1607,2072.6
2016/6/29,2102.6,2074.2,12603.0,IH1607.CFE,4462.0,2801611140.0,2094.2,2082.0,20160629,2099.8,2082.8,25.6,IH1607|FU|CFFEX,IH1607,2078.6
2016/6/30,2113.2,2094.2,12400.0,IH1607.CFE,4281.0,2704770060.0,2104.6,2099.0,20160630,2100.8,2106.4,6.6,IH1607|FU|CFFEX,IH1607,2099.8
2016/7/1,2115.0,2104.6,12930.0,IH1607.CFE,4116.0,2605040700.0,2108.4,2103.2,20160701,2105.0,2108.2,0.4,IH1607|FU|CFFEX,IH1607,2100.8
2016/7/4,2151.8,2108.4,13032.0,IH1607.CFE,4803.0,3071769840.0,2143.0,2102.0,20160704,2138.8,2106.2,30.4,IH1607|FU|CFFEX,IH1607,2105.0
2016/7/5,2152.6,2143.0,12742.0,IH1607.CFE,3842.0,2473027080.0,2147.4,2137.2,20160705,2145.6,2140.4,2.6,IH1607|FU|CFFEX,IH1607,2138.8
2016/7/6,2146.4,2147.4,12427.0,IH1607.CFE,3931.0,2520178200.0,2142.0,2126.2,20160706,2144.2,2138.6,-3.2,IH1607|FU|CFFEX,IH1607,2145.6
2016/7/7,2151.4,2142.0,12288.0,IH1607.CFE,3781.0,2430727620.0,2145.8,2134.8,20160707,2145.8,2144.0,3.8,IH1607|FU|CFFEX,IH1607,2144.2
2016/7/8,2145.4,2145.8,11684.0,IH1607.CFE,4355.0,2793987960.0,2140.2,2132.8,20160708,2137.8,2140.0,-8.0,IH1607|FU|CFFEX,IH1607,2145.8
2016/7/11,2166.8,2140.2,10620.0,IH1607.CFE,5283.0,3413332800.0,2152.8,2140.0,20160711,2146.0,2148.6,5.8,IH1607|FU|CFFEX,IH1607,2137.8
2016/7/12,2198.6,2152.8,9510.0,IH1607.CFE,5626.0,3660458100.0,2186.6,2149.2,20160712,2193.4,2150.0,40.6,IH1607|FU|CFFEX,IH1607,2146.0
2016/7/13,2222.0,2186.6,6508.0,IH1607.CFE,5947.0,3933896880.0,2196.0,2190.6,20160713,2192.0,2200.0,5.4,IH1607|FU|CFFEX,IH1607,2193.4
2016/7/14,2192.0,2186.8,8102.0,IH1608.CFE,3423.0,2243647260.0,2181.8,2175.2,20160714,2186.8,2188.4,0.0,IH1608|FU|CFFEX,IH1608,2186.6
2016/7/15,2192.6,2181.8,9461.0,IH1608.CFE,4086.0,2680378920.0,2186.2,2178.4,20160715,2186.8,2189.4,5.0,IH1608|FU|CFFEX,IH1608,2186.8
2016/7/18,2197.8,2186.2,9970.0,IH1608.CFE,3733.0,2447072460.0,2179.4,2175.2,20160718,2177.4,2186.6,-8.8,IH1608|FU|CFFEX,IH1608,2186.8
2016/7/19,2184.8,2179.4,10369.0,IH1608.CFE,4444.0,2885929980.0,2158.2,2150.2,20160719,2160.0,2178.2,-19.4,IH1608|FU|CFFEX,IH1608,2177.4
2016/7/20,2167.6,2158.2,10113.0,IH1608.CFE,3640.0,2357278320.0,2155.6,2152.4,20160720,2153.4,2158.8,-4.8,IH1608|FU|CFFEX,IH1608,2160.0
2016/7/21,2174.2,2155.6,10229.0,IH1608.CFE,3942.0,2563054920.0,2166.2,2156.0,20160721,2167.4,2156.8,11.8,IH1608|FU|CFFEX,IH1608,2153.4
2016/7/22,2166.8,2166.2,10328.0,IH1608.CFE,3919.0,2531704260.0,2147.6,2144.2,20160722,2145.4,2163.2,-20.8,IH1608|FU|CFFEX,IH1608,2167.4
2016/7/25,2157.4,2147.6,10280.0,IH1608.CFE,3455.0,2228525940.0,2148.0,2144.4,20160725,2148.4,2152.2,0.8,IH1608|FU|CFFEX,IH1608,2145.4
2016/7/26,2178.0,2148.0,10273.0,IH1608.CFE,4352.0,2825940420.0,2174.6,2141.2,20160726,2175.6,2141.8,27.6,IH1608|FU|CFFEX,IH1608,2148.4
2016/7/27,2181.4,2174.6,10615.0,IH1608.CFE,6261.0,4041886920.0,2140.2,2114.8,20160727,2153.0,2175.8,-21.6,IH1608|FU|CFFEX,IH1608,2175.6
2016/7/28,2164.8,2140.2,10335.0,IH1608.CFE,5089.0,3290944320.0,2158.4,2141.8,20160728,2159.8,2151.0,19.6,IH1608|FU|CFFEX,IH1608,2153.0
2016/7/29,2161.6,2158.4,9890.0,IH1608.CFE,4049.0,2616540960.0,2150.8,2143.2,20160729,2152.0,2158.8,-6.4,IH1608|FU|CFFEX,IH1608,2159.8
2016/8/1,2153.0,2150.8,9809.0,IH1608.CFE,3980.0,2557269300.0,2141.8,2132.4,20160801,2137.8,2151.0,-13.0,IH1608|FU|CFFEX,IH1608,2152.0
2016/8/2,2147.8,2141.8,9640.0,IH1608.CFE,2799.0,1796865420.0,2138.8,2132.6,20160802,2139.0,2142.4,-2.8,IH1608|FU|CFFEX,IH1608,2137.8
2016/8/3,2146.4,2138.8,9643.0,IH1608.CFE,2902.0,1861906800.0,2136.2,2130.2,20160803,2136.8,2131.2,-2.0,IH1608|FU|CFFEX,IH1608,2139.0
2016/8/4,2140.4,2136.2,9686.0,IH1608.CFE,2898.0,1851907860.0,2133.2,2120.0,20160804,2136.6,2136.4,0.4,IH1608|FU|CFFEX,IH1608,2136.8
2016/8/5,2155.0,2133.2,9840.0,IH1608.CFE,3431.0,2205114000.0,2144.4,2130.0,20160805,2142.6,2135.4,9.4,IH1608|FU|CFFEX,IH1608,2136.6
2016/8/8,2153.6,2144.4,9618.0,IH1608.CFE,3198.0,2057121720.0,2150.2,2132.2,20160808,2152.0,2142.6,7.6,IH1608|FU|CFFEX,IH1608,2142.6
2016/8/9,2171.4,2150.2,9439.0,IH1608.CFE,3143.0,2038093560.0,2165.4,2150.8,20160809,2166.2,2154.0,16.0,IH1608|FU|CFFEX,IH1608,2152.0
2016/8/10,2173.4,2165.4,9155.0,IH1608.CFE,2705.0,1759218420.0,2166.2,2162.2,20160810,2167.0,2167.8,1.6,IH1608|FU|CFFEX,IH1608,2166.2
2016/8/11,2210.4,2166.2,9254.0,IH1608.CFE,4498.0,2949614220.0,2178.8,2165.0,20160811,2172.8,2168.2,6.6,IH1608|FU|CFFEX,IH1608,2167.0
2016/8/12,2221.4,2178.8,8699.0,IH1608.CFE,4288.0,2818342260.0,2209.8,2171.2,20160812,2214.8,2172.8,36.0,IH1608|FU|CFFEX,IH1608,2172.8
2016/8/15,2311.6,2209.8,8184.0,IH1608.CFE,5743.0,3908477100.0,2291.0,2218.8,20160815,2280.2,2222.0,70.4,IH1608|FU|CFFEX,IH1608,2214.8
2016/8/16,2296.6,2285.8,10052.0,IH1609.CFE,4391.0,2991978960.0,2259.2,2251.2,20160816,2257.6,2293.0,-28.2,IH1609|FU|CFFEX,IH1609,2277.0
2016/8/17,2271.0,2259.2,11345.0,IH1609.CFE,3975.0,2687465580.0,2250.6,2238.6,20160817,2250.2,2254.8,-9.0,IH1609|FU|CFFEX,IH1609,2257.6
2016/8/18,2271.6,2250.6,13242.0,IH1609.CFE,4315.0,2912792760.0,2236.6,2228.4,20160818,2239.0,2249.0,-11.6,IH1609|FU|CFFEX,IH1609,2250.2
2016/8/19,2248.2,2236.6,14505.0,IH1609.CFE,4481.0,3006599100.0,2242.2,2223.0,20160819,2243.8,2237.2,7.2,IH1609|FU|CFFEX,IH1609,2239.0
2016/8/22,2251.8,2242.2,14613.0,IH1609.CFE,4034.0,2706523500.0,2234.8,2227.2,20160822,2233.0,2244.0,-9.2,IH1609|FU|CFFEX,IH1609,2243.8
2016/8/23,2252.8,2234.8,14832.0,IH1609.CFE,4704.0,3160331700.0,2232.4,2224.6,20160823,2235.0,2231.2,0.2,IH1609|FU|CFFEX,IH1609,2233.0
2016/8/24,2239.6,2232.4,15372.0,IH1609.CFE,4414.0,2949330540.0,2223.6,2215.6,20160824,2225.2,2238.0,-7.2,IH1609|FU|CFFEX,IH1609,2235.0
2016/8/25,2219.0,2223.6,15492.0,IH1609.CFE,4748.0,3147388800.0,2211.6,2196.6,20160825,2212.2,2219.0,-11.4,IH1609|FU|CFFEX,IH1609,2225.2
2016/8/26,2226.8,2211.6,15718.0,IH1609.CFE,4098.0,2726416860.0,2213.0,2208.6,20160826,2211.0,2214.0,-0.6,IH1609|FU|CFFEX,IH1609,2212.2
2016/8/29,2213.0,2213.0,15963.0,IH1609.CFE,3935.0,2602680600.0,2205.8,2190.4,20160829,2205.2,2212.6,-7.8,IH1609|FU|CFFEX,IH1609,2211.0
2016/8/30,2225.6,2205.8,15634.0,IH1609.CFE,3754.0,2494284600.0,2216.4,2206.6,20160830,2219.2,2209.8,13.4,IH1609|FU|CFFEX,IH1609,2205.2
2016/8/31,2235.8,2216.4,15622.0,IH1609.CFE,3769.0,2513682300.0,2226.6,2213.0,20160831,2226.2,2218.0,9.8,IH1609|FU|CFFEX,IH1609,2219.2
2016/9/1,2228.8,2226.6,15410.0,IH1609.CFE,3675.0,2449360980.0,2217.6,2210.4,20160901,2211.6,2224.0,-15.0,IH1609|FU|CFFEX,IH1609,2226.2
2016/9/2,2223.8,2217.6,14913.0,IH1609.CFE,4046.0,2689139460.0,2216.8,2209.0,20160902,2218.8,2209.0,1.2,IH1609|FU|CFFEX,IH1609,2211.6
2016/9/5,2239.6,2216.8,14549.0,IH1609.CFE,4104.0,2741470380.0,2223.4,2220.4,20160905,2220.6,2224.8,3.8,IH1609|FU|CFFEX,IH1609,2218.8
2016/9/6,2238.0,2223.4,14318.0,IH1609.CFE,4817.0,3211593720.0,2229.0,2206.2,20160906,2230.0,2222.6,6.6,IH1609|FU|CFFEX,IH1609,2220.6
2016/9/7,2243.2,2229.0,13704.0,IH1609.CFE,4375.0,2932152780.0,2233.2,2226.0,20160907,2234.0,2230.2,5.0,IH1609|FU|CFFEX,IH1609,2230.0
2016/9/8,2235.4,2233.2,12872.0,IH1609.CFE,3656.0,2446955640.0,2230.2,2227.8,20160908,2230.6,2233.6,-2.6,IH1609|FU|CFFEX,IH1609,2234.0
2016/9/9,2236.8,2230.2,11919.0,IH1609.CFE,3861.0,2584800420.0,2229.0,2222.2,20160909,2224.8,2230.4,-5.4,IH1609|FU|CFFEX,IH1609,2230.6
2016/9/12,2196.6,2229.0,9971.0,IH1609.CFE,6215.0,4071558300.0,2179.2,2168.0,20160912,2187.6,2194.4,-41.4,IH1609|FU|CFFEX,IH1609,2224.8
2016/9/13,2193.2,2179.2,7311.0,IH1609.CFE,5535.0,3631636920.0,2186.2,2183.2,20160913,2186.0,2188.2,6.8,IH1609|FU|CFFEX,IH1609,2187.6
2016/9/14,2171.6,2175.2,11702.0,IH1610.CFE,4039.0,2622992820.0,2160.0,2150.4,20160914,2154.0,2168.4,-21.2,IH1610|FU|CFFEX,IH1610,2175.0
2016/9/19,2175.6,2160.0,13583.0,IH1610.CFE,4154.0,2705266500.0,2171.4,2162.8,20160919,2172.8,2162.8,12.8,IH1610|FU|CFFEX,IH1610,2154.0
2016/9/20,2175.2,2171.4,14392.0,IH1610.CFE,3075.0,2001611160.0,2170.4,2165.0,20160920,2172.4,2175.2,1.0,IH1610|FU|CFFEX,IH1610,2172.8
2016/9/21,2181.0,2170.4,14604.0,IH1610.CFE,3147.0,2053368360.0,2176.6,2168.6,20160921,2176.6,2172.4,6.2,IH1610|FU|CFFEX,IH1610,2172.4
2016/9/22,2204.4,2176.6,14838.0,IH1610.CFE,3909.0,2570920620.0,2189.4,2181.2,20160922,2189.6,2184.8,13.0,IH1610|FU|CFFEX,IH1610,2176.6
2016/9/23,2194.4,2189.4,14921.0,IH1610.CFE,3340.0,2192989740.0,2187.0,2184.4,20160923,2184.4,2189.0,-5.0,IH1610|FU|CFFEX,IH1610,2189.6
2016/9/26,2179.8,2187.0,15198.0,IH1610.CFE,4390.0,2860556100.0,2168.0,2158.6,20160926,2160.8,2179.2,-26.2,IH1610|FU|CFFEX,IH1610,2184.4
2016/9/27,2172.4,2168.0,14578.0,IH1610.CFE,4303.0,2793458880.0,2166.0,2154.2,20160927,2168.2,2156.8,0.2,IH1610|FU|CFFEX,IH1610,2160.8
2016/9/28,2168.6,2166.0,14627.0,IH1610.CFE,3314.0,2151398280.0,2162.4,2159.2,20160928,2163.8,2168.0,-2.2,IH1610|FU|CFFEX,IH1610,2168.2
2016/9/29,2182.6,2162.4,14262.0,IH1610.CFE,3326.0,2170011480.0,2173.8,2168.6,20160929,2173.4,2168.6,11.0,IH1610|FU|CFFEX,IH1610,2163.8
2016/9/30,2180.6,2173.8,14024.0,IH1610.CFE,2848.0,1858243980.0,2174.8,2166.2,20160930,2175.4,2168.8,1.6,IH1610|FU|CFFEX,IH1610,2173.4
2016/10/10,2208.8,2174.8,14013.0,IH1610.CFE,4067.0,2676964500.0,2199.2,2181.0,20161010,2199.6,2190.8,24.8,IH1610|FU|CFFEX,IH1610,2175.4
2016/10/11,2207.6,2199.2,13112.0,IH1610.CFE,3465.0,2290133760.0,2202.2,2198.0,20161011,2204.0,2200.0,4.8,IH1610|FU|CFFEX,IH1610,2199.6
2016/10/12,2200.6,2202.2,12399.0,IH1610.CFE,2679.0,1766028060.0,2195.8,2194.0,20161012,2198.2,2199.2,-4.0,IH1610|FU|CFFEX,IH1610,2204.0
2016/10/13,2204.4,2195.8,11761.0,IH1610.CFE,2874.0,1892911020.0,2194.4,2190.6,20161013,2194.6,2194.8,-1.2,IH1610|FU|CFFEX,IH1610,2198.2
2016/10/14,2208.0,2194.4,11009.0,IH1610.CFE,3337.0,2199504600.0,2202.0,2187.4,20161014,2206.2,2194.6,11.8,IH1610|FU|CFFEX,IH1610,2194.6
2016/10/17,2204.0,2202.0,9843.0,IH1610.CFE,3832.0,2525246880.0,2189.6,2153.4,20161017,2186.2,2202.2,-15.8,IH1610|FU|CFFEX,IH1610,2206.2
2016/10/18,2222.8,2189.6,8440.0,IH1610.CFE,4619.0,3055659660.0,2217.6,2186.0,20161018,2220.6,2187.2,31.0,IH1610|FU|CFFEX,IH1610,2186.2
2016/10/19,2230.4,2217.6,5930.0,IH1610.CFE,4685.0,3122289240.0,2217.0,2215.0,20161019,2217.4,2223.0,-0.2,IH1610|FU|CFFEX,IH1610,2220.6
2016/10/20,2218.6,2207.2,13271.0,IH1611.CFE,4187.0,2779184520.0,2212.4,2209.0,20161020,2212.2,2212.4,5.0,IH1611|FU|CFFEX,IH1611,2207.2
2016/10/21,2238.4,2212.4,14896.0,IH1611.CFE,4717.0,3145691100.0,2224.6,2209.4,20161021,2224.2,2213.2,11.8,IH1611|FU|CFFEX,IH1611,2212.2
2016/10/24,2274.0,2224.6,15355.0,IH1611.CFE,4700.0,3173986320.0,2259.0,2226.2,20161024,2258.8,2226.2,34.2,IH1611|FU|CFFEX,IH1611,2224.2
2016/10/25,2260.8,2259.0,15383.0,IH1611.CFE,3059.0,2069577420.0,2254.0,2250.4,20161025,2253.2,2258.8,-5.8,IH1611|FU|CFFEX,IH1611,2258.8
2016/10/26,2260.0,2254.0,15467.0,IH1611.CFE,3302.0,2230516200.0,2247.6,2241.0,20161026,2244.8,2253.2,-9.2,IH1611|FU|CFFEX,IH1611,2253.2
2016/10/27,2247.4,2247.6,15390.0,IH1611.CFE,3158.0,2121335280.0,2240.6,2233.4,20161027,2241.8,2246.2,-5.8,IH1611|FU|CFFEX,IH1611,2244.8
2016/10/28,2264.8,2240.6,15294.0,IH1611.CFE,3972.0,2683337880.0,2246.6,2242.2,20161028,2247.4,2242.2,6.8,IH1611|FU|CFFEX,IH1611,2241.8
2016/10/31,2246.0,2246.6,15190.0,IH1611.CFE,2863.0,1920902100.0,2242.2,2222.4,20161031,2242.8,2242.8,-3.8,IH1611|FU|CFFEX,IH1611,2247.4
2016/11/1,2257.8,2242.2,15207.0,IH1611.CFE,3327.0,2246501040.0,2253.6,2238.8,20161101,2253.8,2243.0,11.6,IH1611|FU|CFFEX,IH1611,2242.8
2016/11/2,2249.4,2253.6,14915.0,IH1611.CFE,3072.0,2066511060.0,2240.0,2231.0,20161102,2240.6,2243.2,-13.0,IH1611|FU|CFFEX,IH1611,2253.8
2016/11/3,2276.6,2240.0,15300.0,IH1611.CFE,4321.0,2924906520.0,2265.4,2235.0,20161103,2263.0,2237.4,23.0,IH1611|FU|CFFEX,IH1611,2240.6
2016/11/4,2277.8,2265.4,14911.0,IH1611.CFE,3516.0,2392881480.0,2262.8,2259.6,20161104,2263.4,2262.0,-2.0,IH1611|FU|CFFEX,IH1611,2263.0
2016/11/7,2274.4,2262.8,14443.0,IH1611.CFE,2919.0,1985139720.0,2267.2,2260.0,20161107,2269.0,2270.0,6.2,IH1611|FU|CFFEX,IH1611,2263.4
2016/11/8,2293.6,2267.2,14299.0,IH1611.CFE,3831.0,2620080540.0,2278.8,2270.4,20161108,2281.0,2274.8,13.8,IH1611|FU|CFFEX,IH1611,2269.0
2016/11/9,2281.8,2278.8,13787.0,IH1611.CFE,5439.0,3687013980.0,2260.8,2224.6,20161109,2263.8,2281.4,-15.0,IH1611|FU|CFFEX,IH1611,2281.0
2016/11/10,2295.4,2260.8,12380.0,IH1611.CFE,4226.0,2899810740.0,2285.0,2279.2,20161110,2287.0,2279.2,26.2,IH1611|FU|CFFEX,IH1611,2263.8
2016/11/11,2315.0,2285.0,11931.0,IH1611.CFE,4790.0,3299572380.0,2305.4,2278.0,20161111,2308.4,2281.8,23.4,IH1611|FU|CFFEX,IH1611,2287.0
2016/11/14,2335.0,2305.4,10674.0,IH1611.CFE,5067.0,3522189840.0,2309.8,2299.0,20161114,2314.8,2301.6,9.4,IH1611|FU|CFFEX,IH1611,2308.4
2016/11/15,2309.6,2301.8,13867.0,IH1612.CFE,2800.0,1932756000.0,2298.2,2294.8,20161115,2300.4,2305.2,-1.4,IH1612|FU|CFFEX,IH1612,2305.2
2016/11/16,2311.0,2298.2,16205.0,IH1612.CFE,3632.0,2504162100.0,2299.2,2292.6,20161116,2297.4,2310.2,-0.8,IH1612|FU|CFFEX,IH1612,2300.4
2016/11/17,2303.4,2299.2,18482.0,IH1612.CFE,4242.0,2920719060.0,2299.6,2282.0,20161117,2302.6,2292.6,3.4,IH1612|FU|CFFEX,IH1612,2297.4
2016/11/18,2311.4,2299.6,20026.0,IH1612.CFE,4196.0,2897543460.0,2298.2,2292.0,20161118,2296.8,2303.0,-2.8,IH1612|FU|CFFEX,IH1612,2302.6
2016/11/21,2337.2,2298.2,20994.0,IH1612.CFE,4969.0,3460169760.0,2317.2,2294.4,20161121,2321.6,2300.0,23.4,IH1612|FU|CFFEX,IH1612,2296.8
2016/11/22,2343.0,2317.2,20922.0,IH1612.CFE,4387.0,3073716000.0,2337.8,2325.2,20161122,2343.0,2325.2,25.8,IH1612|FU|CFFEX,IH1612,2321.6
2016/11/23,2361.4,2337.8,20947.0,IH1612.CFE,4741.0,3342564600.0,2347.0,2336.0,20161123,2349.8,2343.2,12.0,IH1612|FU|CFFEX,IH1612,2343.0
2016/11/24,2367.8,2347.0,21020.0,IH1612.CFE,4132.0,2918464140.0,2354.8,2344.4,20161124,2356.0,2346.6,9.0,IH1612|FU|CFFEX,IH1612,2349.8
2016/11/25,2392.2,2354.8,20937.0,IH1612.CFE,4553.0,3229769940.0,2376.8,2345.4,20161125,2390.4,2359.8,35.6,IH1612|FU|CFFEX,IH1612,2356.0
2016/11/28,2422.0,2376.8,20547.0,IH1612.CFE,4823.0,3482983320.0,2403.4,2391.2,20161128,2403.4,2400.0,26.6,IH1612|FU|CFFEX,IH1612,2390.4
2016/11/29,2460.4,2403.4,20927.0,IH1612.CFE,5902.0,4289708580.0,2439.6,2390.6,20161129,2445.0,2398.0,41.6,IH1612|FU|CFFEX,IH1612,2403.4
2016/11/30,2451.8,2439.6,20127.0,IH1612.CFE,6482.0,4727319060.0,2421.2,2415.2,20161130,2419.4,2435.0,-20.2,IH1612|FU|CFFEX,IH1612,2445.0
2016/12/1,2452.0,2421.2,19843.0,IH1612.CFE,5127.0,3745173480.0,2428.0,2417.0,20161201,2434.2,2424.8,13.0,IH1612|FU|CFFEX,IH1612,2419.4
2016/12/2,2436.4,2428.0,18488.0,IH1612.CFE,5985.0,4348310340.0,2415.6,2405.0,20161202,2412.6,2429.8,-15.4,IH1612|FU|CFFEX,IH1612,2434.2
2016/12/5,2393.0,2415.6,17599.0,IH1612.CFE,5675.0,4050088920.0,2371.6,2365.0,20161205,2370.2,2376.8,-45.4,IH1612|FU|CFFEX,IH1612,2412.6
2016/12/6,2381.8,2371.6,16755.0,IH1612.CFE,3966.0,2825275440.0,2371.2,2365.0,20161206,2366.6,2376.4,-5.0,IH1612|FU|CFFEX,IH1612,2370.2
2016/12/7,2374.8,2371.2,15911.0,IH1612.CFE,3629.0,2577968820.0,2371.4,2360.0,20161207,2370.6,2369.0,-0.6,IH1612|FU|CFFEX,IH1612,2366.6
2016/12/8,2382.0,2371.4,14965.0,IH1612.CFE,3585.0,2555917620.0,2377.0,2371.4,20161208,2377.0,2380.0,5.6,IH1612|FU|CFFEX,IH1612,2370.6
2016/12/9,2417.6,2377.0,14803.0,IH1612.CFE,4988.0,3586180860.0,2407.0,2366.4,20161209,2407.6,2376.0,30.6,IH1612|FU|CFFEX,IH1612,2377.0
2016/12/12,2420.4,2407.0,13099.0,IH1612.CFE,6119.0,4387646460.0,2380.8,2362.6,20161212,2380.4,2408.8,-26.6,IH1612|FU|CFFEX,IH1612,2407.6
2016/12/13,2383.6,2380.8,10675.0,IH1612.CFE,5807.0,4136275680.0,2377.2,2361.2,20161213,2370.2,2376.6,-10.6,IH1612|FU|CFFEX,IH1612,2380.4
2016/12/14,2386.8,2377.2,7887.0,IH1612.CFE,5503.0,3921602160.0,2370.4,2358.4,20161214,2358.8,2370.2,-18.4,IH1612|FU|CFFEX,IH1612,2370.2
2016/12/15,2348.0,2361.6,14683.0,IH1701.CFE,5728.0,3984076320.0,2301.0,2293.0,20161215,2302.6,2343.8,-59.0,IH1701|FU|CFFEX,IH1701,2348.2
2016/12/16,2311.4,2301.0,16039.0,IH1701.CFE,4835.0,3338359800.0,2297.4,2290.0,20161216,2291.6,2301.0,-9.4,IH1701|FU|CFFEX,IH1701,2302.6
2016/12/19,2293.8,2297.4,16694.0,IH1701.CFE,3879.0,2660887980.0,2282.2,2275.4,20161219,2281.4,2291.6,-16.0,IH1701|FU|CFFEX,IH1701,2291.6
2016/12/20,2286.8,2282.2,17168.0,IH1701.CFE,4947.0,3362249340.0,2256.0,2248.8,20161220,2266.8,2281.0,-15.4,IH1701|FU|CFFEX,IH1701,2281.4
2016/12/21,2296.0,2256.0,17200.0,IH1701.CFE,4511.0,3093243000.0,2286.8,2270.6,20161221,2290.2,2275.2,34.2,IH1701|FU|CFFEX,IH1701,2266.8
2016/12/22,2290.0,2286.8,17348.0,IH1701.CFE,3425.0,2342711040.0,2280.6,2270.4,20161222,2278.6,2285.2,-8.2,IH1701|FU|CFFEX,IH1701,2290.2
2016/12/23,2280.6,2280.6,17333.0,IH1701.CFE,3346.0,2275595460.0,2261.2,2256.0,20161223,2263.0,2276.2,-17.6,IH1701|FU|CFFEX,IH1701,2278.6
2016/12/26,2288.2,2261.2,17680.0,IH1701.CFE,4039.0,2736320760.0,2279.0,2236.4,20161226,2283.0,2251.0,21.8,IH1701|FU|CFFEX,IH1701,2263.0
2016/12/27,2292.4,2279.0,17471.0,IH1701.CFE,3351.0,2293871220.0,2275.8,2272.2,20161227,2275.0,2280.0,-4.0,IH1701|FU|CFFEX,IH1701,2283.0
2016/12/28,2279.8,2275.8,17578.0,IH1701.CFE,3605.0,2452832100.0,2265.4,2260.0,20161228,2268.0,2275.2,-7.8,IH1701|FU|CFFEX,IH1701,2275.0
2016/12/29,2281.4,2265.4,17758.0,IH1701.CFE,3708.0,2523767820.0,2272.0,2258.2,20161229,2265.8,2261.6,0.4,IH1701|FU|CFFEX,IH1701,2268.0
2016/12/30,2283.8,2272.0,17811.0,IH1701.CFE,3269.0,2231781060.0,2274.4,2269.0,20161230,2273.4,2270.6,1.4,IH1701|FU|CFFEX,IH1701,2265.8
2017/1/3,2311.2,2274.4,17908.0,IH1701.CFE,4262.0,2939122620.0,2299.6,2274.0,20170103,2299.0,2279.0,24.6,IH1701|FU|CFFEX,IH1701,2273.4
2017/1/4,2318.0,2299.6,17889.0,IH1701.CFE,4541.0,3144176700.0,2314.2,2295.4,20170104,2313.6,2297.4,14.0,IH1701|FU|CFFEX,IH1701,2299.0
2017/1/5,2322.4,2314.2,17933.0,IH1701.CFE,3837.0,2665205580.0,2314.2,2310.2,20170105,2312.8,2319.2,-1.4,IH1701|FU|CFFEX,IH1701,2313.6
2017/1/6,2318.6,2314.2,17724.0,IH1701.CFE,3254.0,2255928600.0,2307.4,2303.8,20170106,2303.8,2314.8,-10.4,IH1701|FU|CFFEX,IH1701,2312.8
2017/1/9,2318.8,2307.4,17526.0,IH1701.CFE,3027.0,2099296140.0,2313.0,2304.4,20170109,2312.2,2305.0,4.8,IH1701|FU|CFFEX,IH1701,2303.8
2017/1/10,2317.4,2313.0,16994.0,IH1701.CFE,3503.0,2428780980.0,2311.2,2305.2,20170110,2307.4,2312.2,-5.6,IH1701|FU|CFFEX,IH1701,2312.2
