,high,pre_settle,oi,wind_code,volume,amount,settle,low,trade_date,close,open,change,bopu_symbol,local_symbol,pre_close
2015/11/5,2452.0,2338.2,8158.0,IH1512.CFE,1873.0,1346756340.0,2405.0,2324.0,20151105,2402.0,2324.0,63.8,IH1512|FU|CFFEX,IH1512,2351.0
2015/11/6,2475.0,2405.0,8560.0,IH1512.CFE,1932.0,1407921480.0,2460.0,2399.0,20151106,2472.0,2414.8,67.0,IH1512|FU|CFFEX,IH1512,2402.0
2015/11/9,2544.0,2460.0,8783.0,IH1512.CFE,1999.0,1505795340.0,2505.0,2455.0,20151109,2482.2,2469.4,22.2,IH1512|FU|CFFEX,IH1512,2472.0
2015/11/10,2515.4,2505.0,8931.0,IH1512.CFE,1780.0,1325792940.0,2484.0,2465.0,20151110,2473.6,2483.4,-31.4,IH1512|FU|CFFEX,IH1512,2482.2
2015/11/11,2488.6,2484.0,8889.0,IH1512.CFE,1498.0,1106817780.0,2470.8,2435.4,20151111,2479.4,2479.6,-4.6,IH1512|FU|CFFEX,IH1512,2473.6
2015/11/12,2492.8,2470.8,8864.0,IH1512.CFE,1625.0,1194637440.0,2442.2,2422.0,20151112,2440.8,2488.0,-30.0,IH1512|FU|CFFEX,IH1512,2479.4
2015/11/13,2446.8,2442.2,9197.0,IH1512.CFE,1781.0,1296159060.0,2421.2,2412.6,20151113,2414.4,2434.2,-27.8,IH1512|FU|CFFEX,IH1512,2440.8
2015/11/16,2415.6,2421.2,9576.0,IH1512.CFE,1886.0,1356180060.0,2406.4,2380.0,20151116,2413.4,2386.6,-7.8,IH1512|FU|CFFEX,IH1512,2414.4
2015/11/17,2484.2,2406.4,10471.0,IH1512.CFE,3416.0,2499528000.0,2399.0,2380.4,20151117,2383.0,2439.2,-23.4,IH1512|FU|CFFEX,IH1512,2413.4
2015/11/18,2419.0,2399.0,11366.0,IH1512.CFE,3532.0,2542793100.0,2393.8,2371.0,20151118,2383.0,2380.0,-16.0,IH1512|FU|CFFEX,IH1512,2383.0
2015/11/19,2440.0,2393.8,12687.0,IH1512.CFE,4612.0,3336962880.0,2427.0,2393.4,20151119,2438.6,2395.2,44.8,IH1512|FU|CFFEX,IH1512,2383.0
2015/11/20,2445.0,2427.0,13769.0,IH1512.CFE,5508.0,4012258800.0,2419.0,2411.0,20151120,2413.2,2438.8,-13.8,IH1512|FU|CFFEX,IH1512,2438.6
2015/11/23,2441.8,2419.0,13859.0,IH1512.CFE,4983.0,3620356860.0,2410.6,2404.2,20151123,2409.2,2411.6,-9.8,IH1512|FU|CFFEX,IH1512,2413.2
2015/11/24,2411.8,2410.6,14563.0,IH1512.CFE,5775.0,4144663140.0,2399.8,2372.0,20151124,2405.0,2403.0,-5.6,IH1512|FU|CFFEX,IH1512,2409.2
2015/11/25,2434.0,2399.8,14579.0,IH1512.CFE,5784.0,4178282700.0,2419.4,2387.8,20151125,2430.0,2405.0,30.2,IH1512|FU|CFFEX,IH1512,2405.0
2015/11/26,2461.2,2419.4,14667.0,IH1512.CFE,5962.0,4359577620.0,2421.8,2412.2,20151126,2415.0,2438.4,-4.4,IH1512|FU|CFFEX,IH1512,2430.0
2015/11/27,2421.8,2421.8,14651.0,IH1512.CFE,7509.0,5323636980.0,2313.6,2293.6,20151127,2318.0,2418.0,-103.8,IH1512|FU|CFFEX,IH1512,2415.0
2015/11/30,2329.0,2313.6,14477.0,IH1512.CFE,7161.0,4955473080.0,2311.4,2275.4,20151130,2306.0,2318.0,-7.6,IH1512|FU|CFFEX,IH1512,2318.0
2015/12/1,2348.0,2311.4,14080.0,IH1512.CFE,6147.0,4269519900.0,2320.0,2293.0,20151201,2321.8,2305.2,10.4,IH1512|FU|CFFEX,IH1512,2306.0
2015/12/2,2451.8,2320.0,13794.0,IH1512.CFE,8925.0,6364228500.0,2429.0,2319.0,20151202,2448.0,2324.4,128.0,IH1512|FU|CFFEX,IH1512,2321.8
2015/12/3,2448.6,2429.0,13144.0,IH1512.CFE,7092.0,5167279320.0,2435.2,2408.4,20151203,2438.2,2432.4,9.2,IH1512|FU|CFFEX,IH1512,2448.0
2015/12/4,2423.8,2435.2,13044.0,IH1512.CFE,6099.0,4372354020.0,2374.2,2365.0,20151204,2378.0,2419.8,-57.2,IH1512|FU|CFFEX,IH1512,2438.2
2015/12/7,2392.8,2374.2,12850.0,IH1512.CFE,5571.0,3968178780.0,2370.8,2341.8,20151207,2368.0,2389.2,-6.2,IH1512|FU|CFFEX,IH1512,2378.0
2015/12/8,2362.0,2370.8,12377.0,IH1512.CFE,5997.0,4215468060.0,2338.0,2327.0,20151208,2337.0,2351.0,-33.8,IH1512|FU|CFFEX,IH1512,2368.0
2015/12/9,2373.8,2338.0,11890.0,IH1512.CFE,5627.0,3971576580.0,2350.0,2330.4,20151209,2352.0,2331.6,14.0,IH1512|FU|CFFEX,IH1512,2337.0
2015/12/10,2395.6,2350.0,11643.0,IH1512.CFE,6530.0,4626190860.0,2335.6,2320.0,20151210,2329.0,2350.0,-21.0,IH1512|FU|CFFEX,IH1512,2352.0
2015/12/11,2350.0,2335.6,10825.0,IH1512.CFE,5639.0,3940367640.0,2334.8,2310.4,20151211,2340.0,2340.0,4.4,IH1512|FU|CFFEX,IH1512,2329.0
2015/12/14,2419.8,2334.8,9943.0,IH1512.CFE,6715.0,4741218420.0,2402.6,2305.4,20151214,2413.8,2310.0,79.0,IH1512|FU|CFFEX,IH1512,2340.0
2015/12/15,2416.2,2402.6,7674.0,IH1512.CFE,5889.0,4223048340.0,2376.6,2370.0,20151215,2372.6,2403.2,-30.0,IH1512|FU|CFFEX,IH1512,2413.8
2015/12/16,2396.6,2376.6,5991.0,IH1512.CFE,4904.0,3506512020.0,2375.8,2369.0,20151216,2374.0,2386.2,-2.6,IH1512|FU|CFFEX,IH1512,2372.6
2015/12/17,2403.8,2345.6,9138.0,IH1601.CFE,4289.0,3062082780.0,2372.8,2353.2,20151217,2378.2,2363.2,32.6,IH1601|FU|CFFEX,IH1601,2343.0
2015/12/18,2426.8,2372.8,10247.0,IH1601.CFE,5580.0,4016276400.0,2398.8,2370.8,20151218,2397.0,2377.6,24.2,IH1601|FU|CFFEX,IH1601,2378.2
2015/12/21,2474.8,2398.8,11176.0,IH1601.CFE,6483.0,4742143440.0,2464.6,2385.8,20151221,2466.2,2396.0,67.4,IH1601|FU|CFFEX,IH1601,2397.0
2015/12/22,2479.8,2464.6,10945.0,IH1601.CFE,5421.0,4000048080.0,2462.2,2445.4,20151222,2465.0,2472.4,0.4,IH1601|FU|CFFEX,IH1601,2466.2
2015/12/23,2512.8,2462.2,11632.0,IH1601.CFE,7040.0,5238633900.0,2484.6,2457.0,20151223,2470.8,2470.0,8.6,IH1601|FU|CFFEX,IH1601,2465.0
2015/12/24,2478.6,2484.6,11338.0,IH1601.CFE,6207.0,4574068800.0,2458.2,2433.4,20151224,2458.0,2472.4,-26.6,IH1601|FU|CFFEX,IH1601,2470.8
2015/12/25,2480.8,2458.2,11240.0,IH1601.CFE,4783.0,3540430680.0,2471.6,2454.0,20151225,2480.8,2458.0,22.6,IH1601|FU|CFFEX,IH1601,2458.0
2015/12/28,2479.6,2471.6,11555.0,IH1601.CFE,6018.0,4391944260.0,2396.6,2377.0,20151228,2379.8,2468.2,-91.8,IH1601|FU|CFFEX,IH1601,2480.8
2015/12/29,2422.6,2396.6,11706.0,IH1601.CFE,5634.0,4064687820.0,2413.8,2388.8,20151229,2411.0,2395.6,14.4,IH1601|FU|CFFEX,IH1601,2379.8
2015/12/30,2422.6,2413.8,11588.0,IH1601.CFE,5852.0,4221780660.0,2405.4,2386.0,20151230,2404.6,2417.4,-9.2,IH1601|FU|CFFEX,IH1601,2411.0
2015/12/31,2425.4,2405.4,11063.0,IH1601.CFE,5776.0,4172692920.0,2403.6,2387.4,20151231,2388.8,2405.6,-16.6,IH1601|FU|CFFEX,IH1601,2404.6
2016/1/4,2388.4,2403.6,10650.0,IH1601.CFE,4786.0,3346574160.0,2291.2,2240.2,20160104,2254.0,2374.0,-149.6,IH1601|FU|CFFEX,IH1601,2388.8
2016/1/5,2299.0,2291.2,11654.0,IH1601.CFE,7003.0,4758427320.0,2254.2,2211.8,20160105,2261.0,2250.2,-30.2,IH1601|FU|CFFEX,IH1601,2254.0
2016/1/6,2303.4,2254.2,11130.0,IH1601.CFE,6342.0,4333038540.0,2290.4,2256.2,20160106,2288.0,2260.0,33.8,IH1601|FU|CFFEX,IH1601,2261.0
2016/1/7,2268.2,2290.4,10507.0,IH1601.CFE,1951.0,1299905400.0,2220.8,2140.0,20160107,2145.8,2268.0,-144.6,IH1601|FU|CFFEX,IH1601,2288.0
2016/1/8,2244.8,2220.8,11371.0,IH1601.CFE,7394.0,4877367420.0,2207.0,2135.8,20160108,2194.2,2200.0,-26.6,IH1601|FU|CFFEX,IH1601,2145.8
2016/1/11,2186.0,2207.0,10850.0,IH1601.CFE,7682.0,4969221780.0,2134.8,2105.6,20160111,2109.6,2168.0,-97.4,IH1601|FU|CFFEX,IH1601,2194.2
2016/1/12,2154.8,2134.8,9483.0,IH1601.CFE,6770.0,4327314000.0,2123.2,2112.6,20160112,2121.2,2136.8,-13.6,IH1601|FU|CFFEX,IH1601,2109.6
2016/1/13,2167.4,2123.2,7694.0,IH1601.CFE,7022.0,4496240880.0,2115.0,2095.0,20160113,2098.8,2155.0,-24.4,IH1601|FU|CFFEX,IH1601,2121.2
2016/1/14,2133.8,2115.0,4723.0,IH1601.CFE,6296.0,3952675740.0,2120.6,2050.0,20160114,2129.0,2052.0,14.0,IH1601|FU|CFFEX,IH1601,2098.8
2016/1/15,2091.2,2090.0,8193.0,IH1602.CFE,6227.0,3838664400.0,2031.6,2010.4,20160115,2031.0,2089.8,-59.0,IH1602|FU|CFFEX,IH1602,2087.6
2016/1/18,2069.0,2031.6,8798.0,IH1602.CFE,6503.0,3983819100.0,2035.8,2020.8,20160118,2028.0,2026.0,-3.6,IH1602|FU|CFFEX,IH1602,2031.0
2016/1/19,2096.0,2035.8,9095.0,IH1602.CFE,6900.0,4269603120.0,2084.4,2022.4,20160119,2085.0,2040.2,49.2,IH1602|FU|CFFEX,IH1602,2028.0
2016/1/20,2079.0,2084.4,9360.0,IH1602.CFE,7176.0,4423859640.0,2041.4,2021.6,20160120,2039.2,2065.0,-45.2,IH1602|FU|CFFEX,IH1602,2085.0
2016/1/21,2075.6,2041.4,10086.0,IH1602.CFE,7757.0,4739840160.0,2007.6,1989.2,20160121,2000.0,2046.2,-41.4,IH1602|FU|CFFEX,IH1602,2039.2
2016/1/22,2042.2,2007.6,10199.0,IH1602.CFE,7414.0,4494649380.0,2026.2,1993.8,20160122,2029.6,2037.0,22.0,IH1602|FU|CFFEX,IH1602,2000.0
2016/1/25,2045.8,2026.2,9877.0,IH1602.CFE,5537.0,3371208300.0,2023.2,2016.2,20160125,2025.8,2029.6,-0.4,IH1602|FU|CFFEX,IH1602,2029.6
2016/1/26,2022.8,2023.2,10543.0,IH1602.CFE,7265.0,4320643080.0,1944.2,1919.8,20160126,1925.0,2014.8,-98.2,IH1602|FU|CFFEX,IH1602,2025.8
2016/1/27,1947.6,1944.2,11046.0,IH1602.CFE,7502.0,4332528540.0,1926.4,1892.4,20160127,1927.0,1940.2,-17.2,IH1602|FU|CFFEX,IH1602,1925.0
2016/1/28,1939.6,1926.4,10777.0,IH1602.CFE,6232.0,3590245020.0,1909.2,1890.2,20160128,1899.4,1927.0,-27.0,IH1602|FU|CFFEX,IH1602,1927.0
2016/1/29,1972.8,1909.2,10741.0,IH1602.CFE,7396.0,4315574700.0,1961.4,1904.0,20160129,1955.4,1907.4,46.2,IH1602|FU|CFFEX,IH1602,1899.4
2016/2/1,1961.0,1961.4,10359.0,IH1602.CFE,5844.0,3391216500.0,1918.2,1904.6,20160201,1925.8,1957.6,-35.6,IH1602|FU|CFFEX,IH1602,1955.4
2016/2/2,1973.8,1918.2,10113.0,IH1602.CFE,5899.0,3459301620.0,1956.4,1924.6,20160202,1960.6,1925.0,42.4,IH1602|FU|CFFEX,IH1602,1925.8
2016/2/3,1948.0,1956.4,9932.0,IH1602.CFE,5553.0,3219041820.0,1938.4,1917.6,20160203,1940.2,1944.6,-16.2,IH1602|FU|CFFEX,IH1602,1960.6
2016/2/4,1981.4,1938.4,9349.0,IH1602.CFE,5856.0,3450350040.0,1960.8,1945.2,20160204,1968.8,1961.4,30.4,IH1602|FU|CFFEX,IH1602,1940.2
2016/2/5,1972.0,1960.8,8433.0,IH1602.CFE,4253.0,2498491320.0,1955.8,1950.0,20160205,1950.0,1960.8,-10.8,IH1602|FU|CFFEX,IH1602,1968.8
2016/2/15,1949.8,1955.8,8129.0,IH1602.CFE,5232.0,3029521560.0,1940.6,1907.0,20160215,1937.0,1910.2,-18.8,IH1602|FU|CFFEX,IH1602,1950.0
2016/2/16,2001.8,1940.6,6821.0,IH1602.CFE,5622.0,3348367320.0,1991.2,1948.0,20160216,1988.6,1948.0,48.0,IH1602|FU|CFFEX,IH1602,1937.0
2016/2/17,1988.0,1964.0,11237.0,IH1603.CFE,3631.0,2148647340.0,1971.8,1955.2,20160217,1974.6,1959.0,10.6,IH1603|FU|CFFEX,IH1603,1962.0
2016/2/18,2000.0,1971.8,13108.0,IH1603.CFE,4875.0,2901188580.0,1977.2,1970.8,20160218,1975.6,1998.4,3.8,IH1603|FU|CFFEX,IH1603,1974.6
2016/2/19,1983.8,1977.2,14669.0,IH1603.CFE,5728.0,3391993620.0,1971.0,1963.2,20160219,1973.6,1975.6,-3.6,IH1603|FU|CFFEX,IH1603,1975.6
2016/2/22,2031.2,1971.0,15969.0,IH1603.CFE,7233.0,4353576300.0,2016.0,1982.0,20160222,2017.0,2000.0,46.0,IH1603|FU|CFFEX,IH1603,1973.6
2016/2/23,2018.0,2016.0,16104.0,IH1603.CFE,6490.0,3894769320.0,1991.6,1982.0,20160223,1998.2,2013.0,-17.8,IH1603|FU|CFFEX,IH1603,2017.0
2016/2/24,2016.0,1991.6,16428.0,IH1603.CFE,6839.0,4099207380.0,2000.8,1978.2,20160224,2010.8,1996.6,19.2,IH1603|FU|CFFEX,IH1603,1998.2
2016/2/25,2014.0,2000.8,16574.0,IH1603.CFE,8943.0,5265456480.0,1922.4,1893.4,20160225,1908.4,2006.0,-92.4,IH1603|FU|CFFEX,IH1603,2010.8
2016/2/26,1941.8,1922.4,16612.0,IH1603.CFE,7485.0,4332552900.0,1934.6,1910.2,20160226,1931.4,1935.6,9.0,IH1603|FU|CFFEX,IH1603,1908.4
2016/2/29,1929.6,1934.6,16708.0,IH1603.CFE,8354.0,4751626740.0,1891.8,1865.2,20160229,1905.2,1923.0,-29.4,IH1603|FU|CFFEX,IH1603,1931.4
2016/3/1,1969.8,1891.8,16041.0,IH1603.CFE,8986.0,5212070940.0,1952.6,1905.4,20160301,1948.0,1907.2,56.2,IH1603|FU|CFFEX,IH1603,1905.2
2016/3/2,2029.0,1952.6,15936.0,IH1603.CFE,8860.0,5309739300.0,2021.4,1960.0,20160302,2027.8,1961.2,75.2,IH1603|FU|CFFEX,IH1603,1948.0
2016/3/3,2038.2,2021.4,15480.0,IH1603.CFE,7326.0,4452374640.0,2022.6,2012.8,20160303,2027.8,2028.0,6.4,IH1603|FU|CFFEX,IH1603,2027.8
2016/3/4,2101.2,2022.6,15922.0,IH1603.CFE,10489.0,6483803880.0,2090.6,2021.6,20160304,2101.0,2025.0,78.4,IH1603|FU|CFFEX,IH1603,2027.8
2016/3/7,2136.0,2090.6,14787.0,IH1603.CFE,8275.0,5230944300.0,2096.4,2085.4,20160307,2105.0,2117.0,14.4,IH1603|FU|CFFEX,IH1603,2101.0
2016/3/8,2106.0,2096.4,14619.0,IH1603.CFE,8497.0,5257931280.0,2082.0,2025.0,20160308,2100.8,2098.8,4.4,IH1603|FU|CFFEX,IH1603,2105.0
2016/3/9,2083.4,2082.0,13916.0,IH1603.CFE,7977.0,4936386900.0,2068.8,2044.8,20160309,2077.4,2067.0,-4.6,IH1603|FU|CFFEX,IH1603,2100.8
2016/3/10,2098.0,2068.8,13565.0,IH1603.CFE,6937.0,4321663200.0,2065.8,2045.6,20160310,2045.8,2077.0,-23.0,IH1603|FU|CFFEX,IH1603,2077.4
2016/3/11,2062.2,2065.8,12551.0,IH1603.CFE,7296.0,4479807840.0,2046.8,2027.0,20160311,2052.8,2048.6,-13.0,IH1603|FU|CFFEX,IH1603,2045.8
2016/3/14,2115.0,2046.8,11068.0,IH1603.CFE,8186.0,5132033460.0,2077.6,2064.6,20160314,2067.4,2075.4,20.6,IH1603|FU|CFFEX,IH1603,2052.8
2016/3/15,2084.4,2077.6,9400.0,IH1603.CFE,7598.0,4708455120.0,2074.6,2046.6,20160315,2080.2,2070.2,2.6,IH1603|FU|CFFEX,IH1603,2067.4
2016/3/16,2116.6,2074.6,8226.0,IH1603.CFE,7711.0,4859386380.0,2105.8,2073.6,20160316,2105.4,2078.0,30.8,IH1603|FU|CFFEX,IH1603,2080.2
2016/3/17,2160.2,2105.8,4558.0,IH1603.CFE,6641.0,4245326700.0,2138.4,2106.0,20160317,2130.0,2127.8,24.2,IH1603|FU|CFFEX,IH1603,2105.4
2016/3/18,2143.4,2103.4,12515.0,IH1604.CFE,7612.0,4846582140.0,2123.0,2100.0,20160318,2120.0,2111.0,16.6,IH1604|FU|CFFEX,IH1604,2100.4
2016/3/21,2204.8,2123.0,13431.0,IH1604.CFE,8245.0,5380902060.0,2177.0,2136.8,20160321,2177.0,2138.2,54.0,IH1604|FU|CFFEX,IH1604,2120.0
2016/3/22,2182.0,2177.0,13184.0,IH1604.CFE,5949.0,3873445200.0,2165.6,2158.6,20160322,2162.2,2170.0,-14.8,IH1604|FU|CFFEX,IH1604,2177.0
2016/3/23,2181.4,2165.6,13467.0,IH1604.CFE,6519.0,4224096780.0,2159.0,2142.6,20160323,2160.8,2170.0,-4.8,IH1604|FU|CFFEX,IH1604,2162.2
2016/3/24,2149.8,2159.0,13201.0,IH1604.CFE,6837.0,4374167460.0,2130.2,2095.0,20160324,2124.0,2149.8,-35.0,IH1604|FU|CFFEX,IH1604,2160.8
2016/3/25,2149.4,2130.2,13106.0,IH1604.CFE,5604.0,3591357840.0,2133.8,2126.2,20160325,2134.2,2126.2,4.0,IH1604|FU|CFFEX,IH1604,2124.0
2016/3/28,2163.8,2133.8,13111.0,IH1604.CFE,6390.0,4098938700.0,2118.4,2107.2,20160328,2110.8,2141.4,-23.0,IH1604|FU|CFFEX,IH1604,2134.2
2016/3/29,2129.4,2118.4,13110.0,IH1604.CFE,6621.0,4192367040.0,2101.0,2090.4,20160329,2103.0,2123.4,-15.4,IH1604|FU|CFFEX,IH1604,2110.8
2016/3/30,2159.2,2101.0,13655.0,IH1604.CFE,7901.0,5069213640.0,2152.2,2118.2,20160330,2154.6,2124.2,53.6,IH1604|FU|CFFEX,IH1604,2103.0
2016/3/31,2172.6,2152.2,13524.0,IH1604.CFE,6820.0,4409865360.0,2152.6,2141.4,20160331,2158.4,2168.0,6.2,IH1604|FU|CFFEX,IH1604,2154.6
2016/4/1,2165.0,2152.6,13963.0,IH1604.CFE,7556.0,4863676260.0,2157.2,2114.4,20160401,2164.6,2154.8,12.0,IH1604|FU|CFFEX,IH1604,2158.4
2016/4/5,2189.2,2157.2,13711.0,IH1604.CFE,6999.0,4546299120.0,2176.2,2142.4,20160405,2173.0,2145.0,15.8,IH1604|FU|CFFEX,IH1604,2164.6
2016/4/6,2172.8,2176.2,13052.0,IH1604.CFE,5135.0,3336308100.0,2164.8,2156.4,20160406,2164.2,2160.0,-12.0,IH1604|FU|CFFEX,IH1604,2173.0
2016/4/7,2181.4,2164.8,12682.0,IH1604.CFE,6535.0,4221330420.0,2143.2,2135.4,20160407,2140.8,2178.2,-24.0,IH1604|FU|CFFEX,IH1604,2164.2
2016/4/8,2137.4,2143.2,12169.0,IH1604.CFE,6145.0,3918655740.0,2121.6,2114.0,20160408,2124.2,2125.6,-19.0,IH1604|FU|CFFEX,IH1604,2140.8
2016/4/11,2169.6,2121.6,11050.0,IH1604.CFE,6363.0,4115897640.0,2149.4,2139.6,20160411,2145.0,2141.2,23.4,IH1604|FU|CFFEX,IH1604,2124.2
2016/4/12,2150.6,2149.4,9826.0,IH1604.CFE,5823.0,3742752060.0,2141.0,2135.0,20160412,2143.8,2149.4,-5.6,IH1604|FU|CFFEX,IH1604,2145.0
2016/4/13,2203.2,2141.0,7879.0,IH1604.CFE,6941.0,4549924800.0,2181.4,2160.4,20160413,2169.0,2166.0,28.0,IH1604|FU|CFFEX,IH1604,2143.8
2016/4/14,2194.8,2181.4,4130.0,IH1604.CFE,5242.0,3428896320.0,2176.2,2166.6,20160414,2178.2,2188.4,-3.2,IH1604|FU|CFFEX,IH1604,2169.0
2016/4/15,2187.8,2171.8,11579.0,IH1605.CFE,5844.0,3814678200.0,2172.8,2169.2,20160415,2173.0,2175.0,1.2,IH1605|FU|CFFEX,IH1605,2172.2
2016/4/18,2165.0,2172.8,11927.0,IH1605.CFE,5351.0,3454834260.0,2153.6,2140.4,20160418,2149.8,2165.0,-23.0,IH1605|FU|CFFEX,IH1605,2173.0
2016/4/19,2170.0,2153.6,11965.0,IH1605.CFE,5103.0,3297354840.0,2152.6,2145.4,20160419,2155.0,2164.0,1.4,IH1605|FU|CFFEX,IH1605,2149.8
2016/4/20,2165.8,2152.6,12588.0,IH1605.CFE,7585.0,4836179520.0,2115.8,2080.2,20160420,2123.0,2158.6,-29.6,IH1605|FU|CFFEX,IH1605,2155.0
2016/4/21,2162.6,2115.8,12769.0,IH1605.CFE,6920.0,4441996500.0,2149.6,2119.8,20160421,2136.4,2126.0,20.6,IH1605|FU|CFFEX,IH1605,2123.0
2016/4/22,2154.0,2149.6,12824.0,IH1605.CFE,5767.0,3708000600.0,2146.2,2121.2,20160422,2147.8,2123.4,-1.8,IH1605|FU|CFFEX,IH1605,2136.4
2016/4/25,2143.0,2146.2,12592.0,IH1605.CFE,5531.0,3535630380.0,2137.0,2111.4,20160425,2136.8,2139.0,-9.4,IH1605|FU|CFFEX,IH1605,2147.8
2016/4/26,2164.6,2137.0,12720.0,IH1605.CFE,5395.0,3463495500.0,2137.0,2125.2,20160426,2141.4,2142.4,4.4,IH1605|FU|CFFEX,IH1605,2136.8
2016/4/27,2149.8,2137.0,12628.0,IH1605.CFE,4584.0,2940554700.0,2133.0,2122.8,20160427,2131.6,2147.2,-5.4,IH1605|FU|CFFEX,IH1605,2141.4
2016/4/28,2142.8,2133.0,12886.0,IH1605.CFE,4858.0,3105809100.0,2128.2,2119.6,20160428,2124.6,2140.8,-8.4,IH1605|FU|CFFEX,IH1605,2131.6
2016/4/29,2134.8,2128.2,12360.0,IH1605.CFE,4156.0,2653743540.0,2126.2,2120.0,20160429,2124.6,2127.6,-3.6,IH1605|FU|CFFEX,IH1605,2124.6
2016/5/3,2165.0,2126.2,12770.0,IH1605.CFE,5732.0,3690560700.0,2150.0,2113.6,20160503,2155.0,2131.4,28.8,IH1605|FU|CFFEX,IH1605,2124.6
2016/5/4,2152.8,2150.0,12122.0,IH1605.CFE,4443.0,2860556340.0,2147.2,2138.6,20160504,2149.2,2148.0,-0.8,IH1605|FU|CFFEX,IH1605,2155.0
2016/5/5,2147.4,2147.2,11888.0,IH1605.CFE,3920.0,2519195640.0,2144.2,2136.0,20160505,2146.2,2142.8,-1.0,IH1605|FU|CFFEX,IH1605,2149.2
2016/5/6,2148.0,2144.2,12397.0,IH1605.CFE,5872.0,3742029720.0,2108.0,2091.2,20160506,2091.2,2145.4,-53.0,IH1605|FU|CFFEX,IH1605,2146.2
2016/5/9,2092.0,2108.0,11961.0,IH1605.CFE,5470.0,3405877080.0,2066.6,2054.2,20160509,2060.2,2090.8,-47.8,IH1605|FU|CFFEX,IH1605,2091.2
2016/5/10,2078.0,2066.6,11430.0,IH1605.CFE,4725.0,2931086700.0,2068.4,2050.0,20160510,2064.4,2050.0,-2.2,IH1605|FU|CFFEX,IH1605,2060.2
2016/5/11,2082.0,2068.4,11022.0,IH1605.CFE,4752.0,2952116940.0,2074.2,2060.8,20160511,2070.8,2072.6,2.4,IH1605|FU|CFFEX,IH1605,2064.4
2016/5/12,2083.2,2074.2,10672.0,IH1605.CFE,5091.0,3158360640.0,2076.4,2048.2,20160512,2076.0,2064.4,1.8,IH1605|FU|CFFEX,IH1605,2070.8
2016/5/13,2084.8,2076.4,9633.0,IH1605.CFE,4542.0,2828450520.0,2074.0,2066.4,20160513,2073.2,2074.6,-3.2,IH1605|FU|CFFEX,IH1605,2076.0
2016/5/16,2082.6,2074.0,8923.0,IH1605.CFE,4786.0,2973219300.0,2074.8,2056.8,20160516,2077.8,2069.8,3.8,IH1605|FU|CFFEX,IH1605,2073.2
2016/5/17,2084.8,2074.8,7123.0,IH1605.CFE,4992.0,3105233040.0,2077.6,2063.4,20160517,2075.6,2079.8,0.8,IH1605|FU|CFFEX,IH1605,2077.8
2016/5/18,2055.6,2055.4,10350.0,IH1606.CFE,3828.0,2343389280.0,2042.8,2022.8,20160518,2049.0,2045.0,-6.4,IH1606|FU|CFFEX,IH1606,2053.4
2016/5/19,2062.8,2042.8,11920.0,IH1606.CFE,4116.0,2535248340.0,2051.2,2043.2,20160519,2050.4,2047.6,7.6,IH1606|FU|CFFEX,IH1606,2049.0
2016/5/20,2064.2,2051.2,12953.0,IH1606.CFE,4527.0,2793777780.0,2060.0,2043.2,20160520,2061.0,2046.2,9.8,IH1606|FU|CFFEX,IH1606,2050.4
2016/5/23,2081.6,2060.0,12940.0,IH1606.CFE,4673.0,2901358740.0,2064.0,2060.4,20160523,2064.2,2063.6,4.2,IH1606|FU|CFFEX,IH1606,2061.0
2016/5/24,2065.6,2064.0,13200.0,IH1606.CFE,4470.0,2754252060.0,2053.2,2046.6,20160524,2052.8,2062.8,-11.2,IH1606|FU|CFFEX,IH1606,2064.2
2016/5/25,2072.0,2053.2,13548.0,IH1606.CFE,4538.0,2808213540.0,2058.6,2055.0,20160525,2057.0,2069.6,3.8,IH1606|FU|CFFEX,IH1606,2052.8
2016/5/26,2078.4,2058.6,13751.0,IH1606.CFE,5025.0,3100702560.0,2057.4,2044.6,20160526,2057.2,2059.6,-1.4,IH1606|FU|CFFEX,IH1606,2057.0
2016/5/27,2066.4,2057.4,13532.0,IH1606.CFE,3829.0,2366416620.0,2063.6,2053.2,20160527,2062.2,2059.4,4.8,IH1606|FU|CFFEX,IH1606,2057.2
2016/5/30,2077.2,2063.6,13697.0,IH1606.CFE,4580.0,2839864080.0,2073.2,2048.6,20160530,2075.0,2061.8,11.4,IH1606|FU|CFFEX,IH1606,2062.2
2016/5/31,2149.8,2073.2,13777.0,IH1606.CFE,7182.0,4582700700.0,2138.4,2075.4,20160531,2144.0,2075.4,70.8,IH1606|FU|CFFEX,IH1606,2075.0
2016/6/1,2145.0,2138.4,12837.0,IH1606.CFE,4981.0,3191753940.0,2130.2,2125.2,20160601,2126.4,2141.4,-12.0,IH1606|FU|CFFEX,IH1606,2144.0
2016/6/2,2136.4,2130.2,12456.0,IH1606.CFE,3693.0,2356312440.0,2124.2,2120.2,20160602,2126.6,2129.0,-3.6,IH1606|FU|CFFEX,IH1606,2126.4
2016/6/3,2149.8,2124.2,12324.0,IH1606.CFE,4722.0,3025508220.0,2142.8,2125.6,20160603,2142.8,2136.8,18.6,IH1606|FU|CFFEX,IH1606,2126.6
2016/6/6,2153.8,2142.8,11711.0,IH1606.CFE,4100.0,2624020860.0,2129.6,2127.2,20160606,2129.8,2142.0,-13.0,IH1606|FU|CFFEX,IH1606,2142.8
